,cc,NZ,N,Z,A,el,o,mass,mass_err,binding,binding_err,B,beta,beta_err,u,atomic_mass,atomic_mass_err,umass,umass_err,precision
485,,-1,27,28,55,Ni,-,-45335.849,0.719,8497.32,0.013,B-,-13700.449,155.561,54,951329.961,0.771,54.951329961,7.71e-07,1.4030597631525813e-08
486,,-3,26,29,55,Cu,x,-31635.399,155.559,8233.996,2.828,B-,-17065.0,429.0,54,966038.0,167.0,54.966038,0.000167,3.038239721771469e-06
487,,-5,25,30,55,Zn,x,-14570.0,400.0,7909.0,7.0,B-,,,54,984358.0,429.0,54.984358,0.00042899999999999997,7.802218951069683e-06
488,0,18,37,19,56,K,x,7927.0,801.0,7664.0,14.0,B-,21825.0,895.0,56,8510.0,860.0,56.00851,0.00086,1.5354809474488787e-05
489,,16,36,20,56,Ca,x,-13898.0,400.0,8040.0,7.0,B-,10954.0,710.0,55,985080.0,429.0,55.985079999999996,0.00042899999999999997,7.66275586281202e-06
490,,14,35,21,56,Sc,x,-24852.26,586.841,8221.728,10.479,B-,14467.788,599.236,55,973320.0,630.0,55.97332,0.0006299999999999999,1.125536237621781e-05
491,,12,34,22,56,Ti,,-39320.048,121.247,8466.11,2.165,B-,6834.833,194.55,55,957788.19,130.164,55.95778819,0.00013016399999999997,2.3261105238477074e-06
492,,10,33,23,56,V,,-46154.881,176.898,8574.191,3.159,B-,9130.12,176.899,55,950450.694,189.907,55.950450694,0.000189907,3.3941996470881907e-06
493,,8,32,24,56,Cr,++,-55285.001,0.603,8723.258,0.011,B-,1626.538,0.561,55,940649.107,0.647,55.940649107,6.47e-07,1.1565829326764806e-08
494,,6,31,25,56,Mn,-n,-56911.538,0.331,8738.333,0.006,B-,3695.544,0.207,55,938902.947,0.355,55.938902947,3.55e-07,6.3462095482342415e-09
495,,4,30,26,56,Fe,,-60607.082,0.302,8790.354,0.005,B-,-4566.68,0.411,55,934935.617,0.324,55.934935617,3.24e-07,5.7924443181360954e-09
496,,2,29,27,56,Co,,-56040.402,0.493,8694.836,0.009,B-,-2132.863,0.374,55,939838.15,0.529,55.93983815,5.29e-07,9.4565879611863e-09
497,,0,28,28,56,Ni,,-53907.539,0.422,8642.779,0.008,B-,-15264.511,14.91,55,942127.872,0.452,55.942127872,4.5199999999999997e-07,8.079778463811952e-09
498,,-2,27,29,56,Cu,x,-38643.029,14.904,8356.227,0.266,B-,-13253.0,400.0,55,958515.0,16.0,55.958515,1.6e-05,2.859261007909163e-07
499,,-4,26,30,56,Zn,x,-25390.0,400.0,8106.0,7.0,B-,-22000.0,640.0,55,972743.0,429.0,55.972743,0.00042899999999999997,7.66444481736405e-06
500,,-6,25,31,56,Ga,x,-3390.0,500.0,7699.0,9.0,B-,,,55,996361.0,537.0,55.996361,0.0005369999999999999,9.589908887115003e-06
501,0,17,37,20,57,Ca,x,-6874.0,400.0,7917.0,7.0,B-,14121.0,1364.0,56,992620.0,429.0,56.99262,0.00042899999999999997,7.52729037549072e-06
502,,15,36,21,57,Sc,x,-20995.875,1304.092,8151.433,22.879,B-,12919.758,1329.062,56,977460.0,1400.0,56.97746,0.0014,2.4571119877930678e-05
503,,13,35,22,57,Ti,x,-33915.633,256.417,8364.37,4.499,B-,10497.818,268.75,56,963590.068,275.274,56.963590068,0.000275274,4.832455252054743e-06
504,,11,34,23,57,V,x,-44413.45,80.479,8534.817,1.412,B-,8111.252,80.486,56,952320.197,86.397,56.952320197,8.6397e-05,1.5170057989059948e-06
505,,9,33,24,57,Cr,x,-52524.702,1.068,8663.394,0.019,B-,4961.548,1.846,56,943612.409,1.146,56.943612408999996,1.146e-06,2.0125172104797366e-08
506,,7,32,25,57,Mn,,-57486.251,1.505,8736.713,0.026,B-,2695.589,1.526,56,938285.968,1.615,56.938285968,1.615e-06,2.8364043148535405e-08
507,,5,31,26,57,Fe,,-60181.839,0.304,8770.279,0.005,B-,-836.276,0.451,56,935392.134,0.326,56.935392134,3.26e-07,5.725788262470282e-09
508,,3,30,27,57,Co,,-59345.564,0.533,8741.882,0.009,B-,-3261.731,0.642,56,936289.913,0.572,56.936289913,5.719999999999999e-07,1.004631669668026e-08
509,,1,29,28,57,Ni,,-56083.833,0.582,8670.933,0.01,B-,-8774.947,0.439,56,939791.525,0.624,56.939791525,6.24e-07,1.0958944233682809e-08
510,,-1,28,29,57,Cu,,-47308.886,0.519,8503.262,0.009,B-,-14759.0,200.0,56,949211.819,0.557,56.949211819,5.57e-07,9.78064458153164e-09
511,,-3,27,30,57,Zn,x,-32550.0,200.0,8231.0,4.0,B-,-17540.0,447.0,56,965056.0,215.0,56.965056,0.000215,3.774243634553787e-06
512,,-5,26,31,57,Ga,x,-15010.0,400.0,7909.0,7.0,B-,,,56,983886.0,429.0,56.983886,0.00042899999999999997,7.528444093826805e-06
513,0,18,38,20,58,Ca,x,-1919.0,500.0,7835.0,9.0,B-,12957.0,640.0,57,997940.0,537.0,57.99794,0.0005369999999999999,9.258949542000973e-06
514,,16,37,21,58,Sc,x,-14876.0,400.0,8045.0,7.0,B-,16234.0,447.0,57,984030.0,429.0,57.98403,0.00042899999999999997,7.398588887319491e-06
515,,14,36,22,58,Ti,x,-31110.0,200.0,8311.0,3.0,B-,9292.0,219.0,57,966602.0,215.0,57.966602,0.000215,3.709032314849161e-06
516,,12,35,23,58,V,x,-40401.753,89.374,8457.658,1.541,B-,11590.049,89.386,57,956626.932,95.947,57.956626932,9.5947e-05,1.6554966201289418e-06
517,,10,34,24,58,Cr,x,-51991.801,1.49,8643.998,0.026,B-,3835.759,3.085,57,944184.502,1.6,57.944184502,1.6e-06,2.7612779673252187e-08
518,,8,33,25,58,Mn,x,-55827.56,2.701,8696.643,0.047,B-,6327.553,2.723,57,940066.646,2.9,57.940066646,2.8999999999999998e-06,5.005172012863411e-08
519,,6,32,26,58,Fe,,-62155.113,0.343,8792.25,0.006,B-,-2307.955,1.139,57,933273.738,0.368,57.933273738,3.6799999999999996e-07,6.352135418140868e-09
520,,4,31,27,58,Co,,-59847.158,1.16,8738.969,0.02,B-,381.586,1.107,57,935751.429,1.245,57.935751429,1.2450000000000002e-06,2.1489321693285397e-08
521,,2,30,28,58,Ni,,-60228.744,0.373,8732.059,0.006,B-,-8561.019,0.443,57,935341.78,0.4,57.93534178,4e-07,6.90424855900453e-09
522,,0,29,29,58,Cu,,-51667.725,0.578,8570.967,0.01,B-,-9368.981,50.002,57,944532.413,0.621,57.944532413,6.21e-07,1.0717145762326958e-08
523,,-2,28,30,58,Zn,--,-42298.744,50.001,8395.944,0.862,B-,-18759.0,304.0,57,954590.428,53.678,57.954590428,5.3678e-05,9.262079087020202e-07
524,,-4,27,31,58,Ga,x,-23540.0,300.0,8059.0,5.0,B-,-16459.0,583.0,57,974729.0,322.0,57.974728999999996,0.00032199999999999997,5.554144116827178e-06
525,,-6,26,32,58,Ge,x,-7080.0,500.0,7762.0,9.0,B-,,,57,992399.0,537.0,57.992399,0.0005369999999999999,9.259834206893217e-06
526,0,17,38,21,59,Sc,x,-10302.0,400.0,7967.0,7.0,B-,15208.0,447.0,58,988940.0,429.0,58.98894,0.00042899999999999997,7.272549735594503e-06
527,,15,37,22,59,Ti,x,-25510.0,200.0,8212.0,3.0,B-,12322.0,258.0,58,972614.0,215.0,58.972614,0.000215,3.645760047197501e-06
528,,13,36,23,59,V,x,-37832.015,161.874,8407.555,2.744,B-,10253.745,270.218,58,959385.659,173.778,58.959385659,0.00017377799999999998,2.947418770695302e-06
529,,11,35,24,59,Cr,x,-48085.76,216.367,8568.087,3.667,B-,7439.56,216.38,58,948377.81,232.279,58.94837781,0.00023227899999999998,3.940379848087969e-06
530,,9,34,25,59,Mn,x,-55525.32,2.329,8680.921,0.039,B-,5139.485,2.356,58,940391.113,2.5,58.940391113,2.4999999999999998e-06,4.241573482617416e-08
531,,7,33,26,59,Fe,,-60664.805,0.355,8754.771,0.006,B-,1564.903,0.369,58,934873.649,0.38,58.934873649,3.7999999999999996e-07,6.447795277600426e-09
532,,5,32,27,59,Co,,-62229.709,0.418,8768.035,0.007,B-,-1073.002,0.194,58,933193.656,0.448,58.933193656,4.48e-07,7.601827971771372e-09
533,,3,31,28,59,Ni,,-61156.707,0.374,8736.588,0.006,B-,-4798.38,0.397,58,934345.571,0.402,58.934345571,4.02e-07,6.8211498084032916e-09
534,,1,30,29,59,Cu,,-56358.327,0.544,8642.0,0.009,B-,-9142.775,0.602,58,939496.844,0.584,58.939496844,5.839999999999999e-07,9.908465990907941e-09
535,,-1,29,30,59,Zn,,-47215.551,0.771,8473.777,0.013,B-,-13455.0,170.0,58,949312.017,0.827,58.949312017,8.269999999999999e-07,1.4029001725440102e-08
536,,-3,28,31,59,Ga,x,-33760.0,170.0,8232.0,3.0,B-,-17890.0,434.0,58,963757.0,183.0,58.963757,0.000183,3.1036014207846357e-06
537,,-5,27,32,59,Ge,x,-15870.0,400.0,7916.0,7.0,B-,,,58,982963.0,429.0,58.982963,0.00042899999999999997,7.273286694668085e-06
538,0,18,39,21,60,Sc,x,-4052.0,500.0,7865.0,8.0,B-,18278.0,583.0,59,995650.0,537.0,59.99565,0.0005369999999999999,8.950648922046847e-06
539,,16,38,22,60,Ti,x,-22330.0,300.0,8157.0,5.0,B-,10912.0,372.0,59,976028.0,322.0,59.976028,0.00032199999999999997,5.3688116858955706e-06
540,,14,37,23,60,V,x,-33241.956,220.159,8325.45,3.669,B-,13427.621,293.169,59,964313.29,236.35,59.96431329,0.00023634999999999997,3.941510992662616e-06
541,,12,36,24,60,Cr,x,-46669.576,193.593,8536.205,3.227,B-,6298.361,193.607,59,949898.146,207.83,59.949898146,0.00020783,3.4667281584675538e-06
542,,10,35,25,60,Mn,x,-52967.938,2.329,8628.138,0.039,B-,8445.079,4.128,59,943136.576,2.5,59.943136576,2.4999999999999998e-06,4.1706192615235093e-08
543,,8,34,26,60,Fe,-nn,-61413.017,3.409,8755.851,0.057,B-,237.293,3.411,59,934070.411,3.659,59.934070411,3.6589999999999996e-06,6.105041714851467e-08
544,,6,33,27,60,Co,-n,-61650.309,0.424,8746.766,0.007,B-,2822.809,0.212,59,933815.667,0.455,59.933815667,4.55e-07,7.591707534992242e-09
545,,4,32,28,60,Ni,,-64473.118,0.376,8780.774,0.006,B-,-6127.982,1.573,59,930785.256,0.403,59.930785256,4.03e-07,6.724423821222223e-09
546,,2,31,29,60,Cu,-,-58345.137,1.618,8665.602,0.027,B-,-4170.797,1.629,59,937363.916,1.736,59.937363916,1.736e-06,2.8963569409441157e-08
547,,0,30,30,60,Zn,,-54174.34,0.564,8583.05,0.009,B-,-14584.0,200.0,59,941841.45,0.605,59.94184145,6.049999999999999e-07,1.009311668385523e-08
548,,-2,29,31,60,Ga,x,-39590.0,200.0,8327.0,3.0,B-,-12501.0,361.0,59,957498.0,215.0,59.957498,0.000215,3.585873446553757e-06
549,,-4,28,32,60,Ge,x,-27090.0,300.0,8106.0,5.0,B-,-21620.0,500.0,59,970918.0,322.0,59.970918,0.00032199999999999997,5.369269151424362e-06
550,,-6,27,33,60,As,x,-5470.0,400.0,7732.0,7.0,B-,,,59,994128.0,429.0,59.994128,0.00042899999999999997,7.150699815155242e-06
551,0,19,40,21,61,Sc,x,931.0,600.0,7787.0,10.0,B-,17281.0,721.0,61,1000.0,644.0,61.001,0.0006439999999999999,1.0557203980262618e-05
552,,17,39,22,61,Ti,x,-16350.0,400.0,8057.0,7.0,B-,14157.0,979.0,60,982448.0,429.0,60.982448,0.00042899999999999997,7.0348110656364595e-06
553,,15,38,23,61,V,x,-30506.429,894.234,8276.439,14.66,B-,11968.8,899.958,60,967250.0,960.0,60.96725,0.0009599999999999999,1.5746158798371257e-05
554,,13,37,24,61,Cr,x,-42475.229,101.341,8459.824,1.661,B-,9266.893,101.367,60,954400.963,108.793,60.954400963,0.000108793,1.784826005689705e-06
555,,11,36,25,61,Mn,x,-51742.122,2.329,8598.915,0.038,B-,7178.372,3.497,60,944452.544,2.5,60.944452544,2.4999999999999998e-06,4.1020960819938085e-08
556,,9,35,26,61,Fe,x,-58920.494,2.608,8703.768,0.043,B-,3977.572,2.742,60,936746.244,2.8,60.936746244,2.8e-06,4.5949286310568245e-08
557,,7,34,27,61,Co,p2n,-62898.066,0.846,8756.148,0.014,B-,1323.839,0.79,60,932476.145,0.908,60.932476145,9.08e-07,1.4901741361031307e-08
558,,5,33,28,61,Ni,,-64221.905,0.378,8765.025,0.006,B-,-2237.845,0.966,60,931054.945,0.405,60.931054945,4.05e-07,6.646856851002778e-09
559,,3,32,29,61,Cu,p2n,-61984.059,0.953,8715.514,0.016,B-,-5635.156,15.903,60,933457.371,1.023,60.933457371,1.0229999999999998e-06,1.678880608679978e-08
560,,1,31,30,61,Zn,,-56348.903,15.899,8610.309,0.261,B-,-9214.245,37.679,60,939506.96,17.068,60.93950696,1.7068e-05,2.800810320175915e-07
561,,-1,30,31,61,Ga,,-47134.659,37.994,8446.431,0.623,B-,-13775.0,302.0,60,949398.859,40.787,60.949398859,4.0786999999999994e-05,6.691944590685203e-07
562,,-3,29,32,61,Ge,x,-33360.0,300.0,8208.0,5.0,B-,-16459.0,424.0,60,964187.0,322.0,60.964187,0.00032199999999999997,5.281789454520241e-06
563,,-5,28,33,61,As,x,-16900.0,300.0,7925.0,5.0,B-,,,60,981857.0,322.0,60.981857,0.00032199999999999997,5.280259012118965e-06
564,0,18,40,22,62,Ti,x,-12500.0,400.0,7995.0,6.0,B-,12977.0,499.0,61,986581.0,429.0,61.986581,0.00042899999999999997,6.9208527568249e-06
565,,16,39,23,62,V,x,-25476.0,298.0,8192.0,5.0,B-,15419.0,333.0,61,972650.0,320.0,61.97265,0.00031999999999999997,5.163568122389473e-06
566,,14,38,24,62,Cr,x,-40894.961,148.099,8428.069,2.389,B-,7628.996,148.244,61,956097.451,158.991,61.956097451,0.000158991,2.5661880999806878e-06
567,,12,37,25,62,Mn,IT,-48523.957,6.542,8538.499,0.106,B-,10354.091,7.114,61,947907.386,7.023,61.947907386,7.0229999999999995e-06,1.133694469490211e-07
568,,10,36,26,62,Fe,x,-58878.048,2.794,8692.882,0.045,B-,2546.235,18.784,61,936791.812,3.0,61.936791812,3e-06,4.843647712826421e-08
569,,8,35,27,62,Co,+,-61424.282,18.575,8721.332,0.3,B-,5322.04,18.57,61,934058.317,19.94,61.934058317,1.994e-05,3.2195532703412007e-07
570,,6,34,28,62,Ni,,-66746.323,0.439,8794.553,0.007,B-,-3958.896,0.475,61,928344.871,0.47,61.928344871,4.6999999999999995e-07,7.589416461541716e-09
571,,4,33,29,62,Cu,-,-62787.426,0.647,8718.081,0.01,B-,-1619.455,0.651,61,932594.921,0.694,61.932594921,6.939999999999999e-07,1.120573101910638e-08
572,,2,32,30,62,Zn,,-61167.972,0.625,8679.343,0.01,B-,-9181.066,0.376,61,934333.477,0.67,61.934333477,6.7e-07,1.0817909265929404e-08
573,,0,31,31,62,Ga,,-51986.906,0.647,8518.642,0.01,B-,-10247.0,140.0,61,944189.757,0.694,61.944189757,6.939999999999999e-07,1.1203633508202834e-08
574,,-2,30,32,62,Ge,x,-41740.0,140.0,8341.0,2.0,B-,-17420.0,331.0,61,955190.0,150.0,61.95519,0.00015,2.4211046725867516e-06
575,,-4,29,33,62,As,x,-24320.0,300.0,8047.0,5.0,B-,,,61,973891.0,322.0,61.973891,0.00032199999999999997,5.195736378727615e-06
576,0,19,41,22,63,Ti,x,-5750.0,500.0,7889.0,8.0,B-,16140.0,640.0,62,993827.0,537.0,62.993827,0.0005369999999999999,8.524644803688462e-06
577,,17,40,23,63,V,x,-21890.0,400.0,8133.0,6.0,B-,14117.0,537.0,62,976500.0,429.0,62.9765,0.00042899999999999997,6.812064817828872e-06
578,,15,39,24,63,Cr,x,-36007.474,358.073,8344.828,5.684,B-,10879.579,358.092,62,961344.384,384.407,62.961344384,0.00038440699999999997,6.105444598760618e-06
579,,13,38,25,63,Mn,x,-46887.053,3.726,8505.101,0.059,B-,8748.568,5.692,62,949664.675,4.0,62.949664675,4e-06,6.354283252581917e-08
580,,11,37,26,63,Fe,,-55635.621,4.302,8631.549,0.068,B-,6215.819,19.067,62,940272.7,4.618,62.9402727,4.6180000000000005e-06,7.337114699218646e-08
581,,9,36,27,63,Co,,-61851.44,18.575,8717.795,0.295,B-,3661.335,18.57,62,933599.744,19.941,62.933599744,1.9940999999999998e-05,3.1685776884073986e-07
582,,7,35,28,63,Ni,,-65512.775,0.44,8763.493,0.007,B-,66.977,0.015,62,929669.139,0.472,62.929669139,4.7199999999999994e-07,7.500436701128036e-09
583,,5,34,29,63,Cu,,-65579.752,0.44,8752.138,0.007,B-,-3366.355,1.546,62,929597.236,0.472,62.929597236,4.7199999999999994e-07,7.500445271084365e-09
584,,3,33,30,63,Zn,,-62213.397,1.561,8686.285,0.025,B-,-5666.304,2.034,62,933211.167,1.676,62.933211167,1.676e-06,2.663140762915394e-08
585,,1,32,31,63,Ga,x,-56547.093,1.304,8583.926,0.021,B-,-9625.877,37.283,62,939294.195,1.4,62.939294195,1.4e-06,2.2243655857698164e-08
586,,-1,31,32,63,Ge,x,-46921.216,37.26,8418.716,0.591,B-,-13421.0,204.0,62,949628.0,40.0,62.949628,3.9999999999999996e-05,6.354286954642527e-07
587,,-3,30,33,63,As,x,-33500.0,200.0,8193.0,3.0,B-,,,62,964036.0,215.0,62.964036,0.000215,3.41464768872186e-06
588,0,20,42,22,64,Ti,x,-1025.0,600.0,7818.0,9.0,B-,15295.0,721.0,63,998900.0,644.0,63.9989,0.0006439999999999999,1.0062672952191365e-05
589,,18,41,23,64,V,x,-16320.0,400.0,8045.0,6.0,B-,17160.0,594.0,63,982480.0,429.0,63.98248,0.00042899999999999997,6.704960482932202e-06
590,,16,40,24,64,Cr,x,-33479.757,439.665,8301.058,6.87,B-,9509.277,439.679,63,964058.0,472.0,63.964058,0.000472,7.3791440811963485e-06
591,,14,39,25,64,Mn,x,-42989.035,3.54,8437.417,0.055,B-,11980.51,6.14,63,953849.37,3.8,63.95384937,3.7999999999999996e-06,5.9417846422588205e-08
592,,12,38,26,64,Fe,x,-54969.544,5.017,8612.388,0.078,B-,4822.785,20.625,63,940987.763,5.386,63.940987763,5.386e-06,8.423391925009727e-08
593,,10,37,27,64,Co,+,-59792.329,20.006,8675.52,0.313,B-,7306.592,20.0,63,935810.291,21.476,63.935810291,2.1476e-05,3.358993950691056e-07
594,,8,36,28,64,Ni,,-67098.921,0.475,8777.461,0.007,B-,-1674.376,0.225,63,927966.341,0.51,63.927966341,5.1e-07,7.977729140945832e-09
595,,6,35,29,64,Cu,,-65424.545,0.448,8739.075,0.007,B-,579.469,0.65,63,929763.857,0.481,63.929763857,4.809999999999999e-07,7.523882007071308e-09
596,,4,34,30,64,Zn,,-66004.014,0.647,8735.905,0.01,B-,-7171.194,1.483,63,929141.772,0.694,63.929141772,6.939999999999999e-07,1.0855769071249467e-08
597,,2,33,31,64,Ga,,-58832.821,1.429,8611.631,0.022,B-,-4517.325,3.991,63,936840.365,1.533,63.936840365,1.5329999999999998e-06,2.3976786954883483e-08
598,,0,32,32,64,Ge,x,-54315.496,3.726,8528.823,0.058,B-,-14783.0,203.0,63,941689.913,4.0,63.941689913,4e-06,6.255699537254112e-08
599,,-2,31,33,64,As,-p,-39532.0,203.0,8286.0,3.0,B-,-12832.0,543.0,63,957560.0,218.0,63.95756,0.00021799999999999999,3.4085102683717137e-06
600,,-4,30,34,64,Se,x,-26700.0,503.0,8073.0,8.0,B-,,,63,971336.0,540.0,63.971336,0.00054,8.441280638565998e-06
601,0,19,42,23,65,V,x,-11780.0,500.0,7976.0,8.0,B-,16440.0,583.0,64,987354.0,537.0,64.987354,0.0005369999999999999,8.26314608839129e-06
602,,17,41,24,65,Cr,x,-28220.0,300.0,8217.0,5.0,B-,12748.0,300.0,64,969705.0,322.0,64.969705,0.00032199999999999997,4.956156103833317e-06
603,,15,40,25,65,Mn,x,-40967.339,3.726,8400.681,0.057,B-,10250.557,6.326,64,956019.75,4.0,64.95601975,4e-06,6.158012783718942e-08
604,,13,39,26,65,Fe,x,-51217.895,5.112,8546.346,0.079,B-,7967.303,5.52,64,945015.324,5.487,64.945015324,5.487e-06,8.44868535733845e-08
605,,11,38,27,65,Co,x,-59185.198,2.083,8656.884,0.032,B-,5940.487,2.141,64,936462.073,2.235,64.936462073,2.2349999999999998e-06,3.4418259459338375e-08
606,,9,37,28,65,Ni,-n,-65125.685,0.495,8736.24,0.008,B-,2137.975,0.706,64,930084.697,0.531,64.930084697,5.31e-07,8.178027219245782e-09
607,,7,36,29,65,Cu,,-67263.66,0.65,8757.096,0.01,B-,-1351.64,0.36,64,927789.487,0.697,64.927789487,6.97e-07,1.0735002770109015e-08
608,,5,35,30,65,Zn,,-65912.019,0.65,8724.265,0.01,B-,-3254.513,0.662,64,929240.532,0.697,64.929240532,6.97e-07,1.0734762863220118e-08
609,,3,34,31,65,Ga,,-62657.507,0.815,8662.16,0.013,B-,-6179.291,2.313,64,932734.395,0.874,64.932734395,8.739999999999999e-07,1.3460083086648825e-08
610,,1,33,32,65,Ge,,-56478.216,2.165,8555.058,0.033,B-,-9541.165,84.794,64,939368.137,2.323,64.939368137,2.323e-06,3.5771829425553687e-08
611,,-1,32,33,65,As,x,-46937.051,84.766,8396.234,1.304,B-,-13917.0,312.0,64,949611.0,91.0,64.949611,9.099999999999999e-05,1.4010861435336384e-06
612,,-3,31,34,65,Se,x,-33020.0,300.0,8170.0,5.0,B-,,,64,964552.0,322.0,64.964552,0.00032199999999999997,4.956549227030766e-06
613,0,20,43,23,66,V,x,-5610.0,500.0,7884.0,8.0,B-,19110.0,640.0,65,993977.0,537.0,65.993977,0.0005369999999999999,8.137106208949947e-06
614,,18,42,24,66,Cr,x,-24720.0,400.0,8161.0,6.0,B-,12030.0,400.0,65,973462.0,429.0,65.973462,0.00042899999999999997,6.502614642232963e-06
615,,16,41,25,66,Mn,x,-36750.387,11.178,8331.798,0.169,B-,13317.452,11.906,65,960546.834,12.0,65.960546834,1.2e-05,1.8192693323479976e-07
616,,14,40,26,66,Fe,x,-50067.839,4.099,8521.724,0.062,B-,6340.694,14.561,65,946249.96,4.4,65.94624996,4.4e-06,6.672100388830055e-08
617,,12,39,27,66,Co,x,-56408.533,13.972,8605.941,0.212,B-,9597.752,14.042,65,939442.945,15.0,65.939442945,1.4999999999999999e-05,2.2748144858474889e-07
618,,10,38,28,66,Ni,x,-66006.285,1.397,8739.508,0.021,B-,251.987,1.543,65,929139.334,1.5,65.929139334,1.5e-06,2.2751700009322618e-08
619,,8,37,29,66,Cu,,-66258.272,0.655,8731.472,0.01,B-,2640.888,0.931,65,928868.814,0.703,65.928868814,7.029999999999999e-07,1.0663007156748271e-08
620,,6,36,30,66,Zn,,-68899.16,0.749,8759.632,0.011,B-,-5175.5,0.8,65,926033.704,0.804,65.926033704,8.04e-07,1.2195485680359048e-08
621,,4,35,31,66,Ga,-,-63723.66,1.096,8669.361,0.017,B-,-2116.628,2.639,65,931589.832,1.176,65.931589832,1.1759999999999998e-06,1.7836669842128186e-08
622,,2,34,32,66,Ge,x,-61607.032,2.401,8625.437,0.036,B-,-9581.955,6.168,65,933862.126,2.577,65.933862126,2.5769999999999996e-06,3.9084620814041464e-08
623,,0,33,33,66,As,x,-52025.077,5.682,8468.403,0.086,B-,-10365.0,200.0,65,944148.779,6.1,65.944148779,6.099999999999999e-06,9.25025208899588e-08
624,,-2,32,34,66,Se,x,-41660.0,200.0,8300.0,3.0,B-,,,65,955276.0,215.0,65.955276,0.000215,3.259784706230325e-06
625,0,21,44,23,67,V,x,-650.0,600.0,7812.0,9.0,B-,18030.0,721.0,66,999302.0,644.0,66.999302,0.0006439999999999999,9.612040435883942e-06
626,,19,43,24,67,Cr,x,-18680.0,400.0,8070.0,6.0,B-,14780.0,500.0,66,979946.0,429.0,66.979946,0.00042899999999999997,6.404902147875723e-06
627,,17,42,25,67,Mn,x,-33460.0,300.0,8279.0,4.0,B-,12150.0,404.0,66,964079.0,322.0,66.964079,0.00032199999999999997,4.8085481770009855e-06
628,,15,41,26,67,Fe,x,-45610.155,270.285,8448.469,4.034,B-,9711.62,270.362,66,951035.482,290.163,66.951035482,0.000290163,4.333958360927984e-06
629,,13,40,27,67,Co,x,-55321.775,6.443,8581.741,0.096,B-,8420.905,7.061,66,940609.628,6.917,66.940609628,6.916999999999999e-06,1.0333040046152712e-07
630,,11,39,28,67,Ni,x,-63742.68,2.888,8695.75,0.043,B-,3576.832,3.023,66,931569.414,3.1,66.931569414,3.1e-06,4.6315961617830775e-08
631,,9,38,29,67,Cu,,-67319.513,0.894,8737.458,0.013,B-,560.8,0.83,66,927729.526,0.959,66.927729526,9.589999999999998e-07,1.4328888889431828e-08
632,,7,37,30,67,Zn,,-67880.313,0.76,8734.152,0.011,B-,-1001.265,1.122,66,927127.482,0.815,66.927127482,8.149999999999999e-07,1.2177423873737798e-08
633,,5,36,31,67,Ga,,-66879.048,1.181,8707.531,0.018,B-,-4220.819,4.799,66,928202.384,1.268,66.928202384,1.268e-06,1.894567543776031e-08
634,,3,35,32,67,Ge,-n2p,-62658.23,4.661,8632.857,0.07,B-,-6071.005,4.682,66,932733.62,5.003,66.93273362,5.003e-06,7.474668565613562e-08
635,,1,34,33,67,As,,-56587.225,0.443,8530.568,0.007,B-,-10006.936,67.069,66,939251.111,0.475,66.939251111,4.7499999999999995e-07,7.095986168299754e-09
636,,-1,33,34,67,Se,x,-46580.289,67.068,8369.534,1.001,B-,-13790.0,405.0,66,949994.0,72.0,66.949994,7.2e-05,1.075429521323034e-06
637,,-3,32,35,67,Br,x,-32790.0,400.0,8152.0,6.0,B-,,,66,964798.0,429.0,66.964798,0.00042899999999999997,6.406350990560741e-06
638,0,20,44,24,68,Cr,x,-14800.0,500.0,8013.0,7.0,B-,13580.0,640.0,67,984112.0,537.0,67.984112,0.0005369999999999999,7.898904379305564e-06
639,,18,43,25,68,Mn,x,-28380.0,400.0,8201.0,6.0,B-,15107.0,541.0,67,969533.0,429.0,67.969533,0.00042899999999999997,6.3116514277065866e-06
640,,16,42,26,68,Fe,x,-43486.914,365.259,8411.698,5.371,B-,8443.751,411.489,67,953314.875,392.121,67.953314875,0.00039212099999999994,5.770446971149322e-06
641,,14,41,27,68,Co,x,-51930.665,189.497,8524.366,2.787,B-,11533.15,189.52,67,944250.135,203.433,67.944250135,0.000203433,2.994116493975491e-06
642,,12,40,28,68,Ni,x,-63463.814,2.981,8682.466,0.044,B-,2103.22,3.375,67,931868.789,3.2,67.931868789,3.2e-06,4.710602044438627e-08
643,,10,39,29,68,Cu,x,-65567.035,1.584,8701.89,0.023,B-,4440.057,1.767,67,929610.889,1.7,67.929610889,1.6999999999999998e-06,2.5025905164948984e-08
644,,8,38,30,68,Zn,,-70007.092,0.784,8755.68,0.012,B-,-2921.1,1.2,67,924844.291,0.841,67.924844291,8.41e-07,1.2381331290168771e-08
645,,6,37,31,68,Ga,-,-67085.992,1.433,8701.218,0.021,B-,-107.203,2.361,67,927980.221,1.538,67.927980221,1.538e-06,2.2641627132091965e-08
646,,4,36,32,68,Ge,x,-66978.789,1.876,8688.136,0.028,B-,-8084.27,2.632,67,928095.308,2.014,67.928095308,2.0139999999999997e-06,2.964899856043524e-08
647,,2,35,33,68,As,,-58894.519,1.846,8557.745,0.027,B-,-4705.078,1.911,67,936774.13,1.981,67.93677413,1.981e-06,2.915946518463284e-08
648,,0,34,34,68,Se,x,-54189.441,0.496,8477.047,0.007,B-,-15398.0,259.0,67,941825.239,0.532,67.941825239,5.32e-07,7.83022825967032e-09
649,,-2,33,35,68,Br,-p,-38791.0,259.0,8239.0,4.0,B-,,,67,958356.0,278.0,67.958356,0.000278,4.090740511733391e-06
