,cc,NZ,N,Z,A,el,o,mass,mass_err,binding,binding_err,B,beta,beta_err,u,atomic_mass,atomic_mass_err,umass,umass_err,precision
0,0,1,1,0,1,n,,8071.31713,0.00046,0.0,0.0,B-,782.347,0.0,1,8664.91582,0.00049,1.00866491582,4.9e-10,4.857906647835089e-10
1,,-1,0,1,1,H,,7288.97061,9e-05,0.0,0.0,B-,,,1,7825.03224,9e-05,1.00782503224,9e-11,8.930121511267217e-11
2,0,0,1,1,2,H,,13135.72176,0.00011,1112.283,0.0,B-,,,2,14101.77811,0.00012,2.01410177811,1.2e-10,5.957990867403236e-11
3,0,1,2,1,3,H,,14949.80993,0.00022,2827.265,0.0,B-,18.592,0.0,3,16049.28199,0.00023,3.01604928199,2.3e-10,7.625870086852333e-11
4,,-1,1,2,3,He,,14931.21793,0.00021,2572.68,0.0,B-,-13736.0,2000.0,3,16029.32265,0.00022,3.01602932265,2.2e-10,7.294358789811084e-11
5,,-3,0,3,3,Li,-pp,28667.0,2000.0,-2267.0,667.0,B-,,,3,30775.0,2147.0,3.030775,0.002147,0.0007083996667519033
6,0,2,3,1,4,H,-n,24621.127,100.0,1720.449,25.0,B-,22196.211,100.0,4,26431.868,107.354,4.026431868,0.00010735399999999999,2.6662316293787087e-05
7,,0,2,2,4,He,,2424.91561,6e-05,7073.915,0.0,B-,-22898.273,212.132,4,2603.25413,6e-05,4.00260325413,6e-11,1.4990244146254137e-11
8,,-2,1,3,4,Li,-p,25323.189,212.132,1153.76,53.033,B-,,,4,27185.562,227.733,4.027185562,0.00022773299999999998,5.654892144748904e-05
9,0,3,4,1,5,H,-nn,32892.444,89.443,1336.359,17.889,B-,21661.211,91.652,5,35311.493,96.02,5.035311493,9.601999999999999e-05,1.9069326720598174e-05
10,,1,3,2,5,He,-n,11231.233,20.0,5512.132,4.0,B-,-447.654,53.852,5,12057.224,21.47,5.012057224,2.147e-05,4.283670165853637e-06
11,,-1,2,3,5,Li,-p,11678.886,50.0,5266.132,10.0,B-,-25460.0,2003.0,5,12537.8,53.677,5.0125378,5.3676999999999994e-05,1.0708547674194098e-05
12,,-3,1,4,5,Be,x,37139.0,2003.0,18.0,401.0,B-,,,5,39870.0,2150.0,5.03987,0.00215,0.00042659830511501294
13,0,4,5,1,6,H,-3n,41875.721,254.127,961.639,42.354,B-,24283.626,254.127,6,44955.437,272.816,6.044955437,0.00027281599999999994,4.513118464532363e-05
14,,2,4,2,6,He,,17592.095,0.053,4878.519,0.009,B-,3505.216,0.053,6,18885.891,0.057,6.018885891,5.7e-08,9.470191166978547e-09
15,,0,3,3,6,Li,,14086.87895,0.00144,5332.331,0.0,B-,-4288.154,5.448,6,15122.88742,0.00155,6.01512288742,1.5499999999999998e-09,2.576838460344115e-10
16,,-2,2,4,6,Be,-,18375.033,5.448,4487.247,0.908,B-,-28945.0,2003.0,6,19726.409,5.848,6.0197264090000004,5.848e-06,9.714727219590486e-07
17,,-4,1,5,6,B,x,47320.0,2003.0,-467.0,334.0,B-,,,6,50800.0,2150.0,6.0508,0.00215,0.0003553249157136247
18,0,5,6,1,7,H,-nn,49135.0,1004.0,940.0,143.0,B-,23062.0,1004.0,7,52749.0,1078.0,7.052749,0.001078,0.0001528482014601682
19,,3,5,2,7,He,-n,26073.126,7.559,4123.057,1.08,B-,11166.021,7.559,7,27990.654,8.115,7.027990654,8.115e-06,1.1546685816067962e-06
20,,1,4,3,7,Li,,14907.10529,0.00423,5606.439,0.001,B-,-861.893,0.071,7,16003.43666,0.00454,7.01600343666,4.54e-09,6.470920433530014e-10
21,,-1,3,4,7,Be,,15768.999,0.071,5371.548,0.01,B-,-11907.551,25.15,7,16928.717,0.076,7.016928717,7.599999999999999e-08,1.0830949417495699e-08
22,,-3,2,5,7,B,p4n,27676.55,25.15,3558.705,3.593,B-,,,7,29712.0,27.0,7.029712,2.7e-05,3.840840136836331e-06
23,0,4,6,2,8,He,,31609.681,0.089,3924.52,0.011,B-,10663.878,0.1,8,33934.39,0.095,8.03393439,9.499999999999999e-08,1.1824841402519841e-08
24,,2,5,3,8,Li,,20945.804,0.047,5159.712,0.006,B-,16004.133,0.059,8,22486.246,0.05,8.022486246,5e-08,6.232481859963291e-09
25,,0,4,4,8,Be,-a,4941.671,0.035,7062.435,0.004,B-,-17979.896,1.0,8,5305.102,0.037,8.005305102,3.6999999999999994e-08,4.621935020409919e-09
26,,-2,3,5,8,B,,22921.567,1.0,4717.155,0.125,B-,-12142.701,18.27,8,24607.316,1.073,8.024607316,1.073e-06,1.3371370806650943e-07
27,,-4,2,6,8,C,,35064.268,18.243,3101.524,2.28,B-,,,8,37643.042,19.584,8.037643042,1.9583999999999997e-05,2.43653517550674e-06
28,0,5,7,2,9,He,,40935.826,46.816,3349.037,5.202,B-,15980.924,46.817,9,43946.419,50.259,9.043946419,5.0259e-05,5.5571978947612125e-06
29,,3,6,3,9,Li,-3n,24954.902,0.186,5037.768,0.021,B-,13606.449,0.201,9,26790.191,0.2,9.026790191,2e-07,2.21562699218828e-08
30,,1,5,4,9,Be,,11348.453,0.077,6462.668,0.009,B-,-1068.035,0.899,9,12183.066,0.082,9.012183066,8.2e-08,9.098794309822556e-09
31,,-1,4,5,9,B,-,12416.488,0.903,6257.07,0.1,B-,-16494.484,2.319,9,13329.649,0.969,9.013329649,9.69e-07,1.0750744039496075e-07
32,,-3,3,6,9,C,-pp,28910.972,2.137,4337.423,0.237,B-,,,9,31037.207,2.293,9.031037207,2.293e-06,2.539021761778021e-07
33,0,6,8,2,10,He,-nn,49197.143,92.848,2995.134,9.285,B-,16144.519,93.715,10,52815.308,99.676,10.052815308,9.9676e-05,9.915232394718138e-06
34,,4,7,3,10,Li,-n,33052.624,12.721,4531.351,1.272,B-,20445.136,12.722,10,35483.453,13.656,10.035483453,1.3656e-05,1.3607715127981887e-06
35,,2,6,4,10,Be,,12607.488,0.081,6497.63,0.008,B-,556.878,0.082,10,13534.695,0.086,10.013534695,8.599999999999999e-08,8.58837589517135e-09
36,,0,5,5,10,B,,12050.609,0.015,6475.083,0.002,B-,-3648.062,0.069,10,12936.862,0.016,10.012936862,1.6e-08,1.5979327764186196e-09
37,,-2,4,6,10,C,,15698.672,0.07,6032.042,0.007,B-,-23101.355,400.0,10,16853.218,0.075,10.016853218,7.5e-08,7.487381352980907e-09
38,,-4,3,7,10,N,--,38800.026,400.0,3643.672,40.0,B-,,,10,41653.543,429.417,10.041653543,0.00042941699999999997,4.2763574560819715e-05
39,0,5,8,3,11,Li,x,40728.254,0.615,4155.381,0.056,B-,20551.087,0.659,11,43723.581,0.66,11.043723581,6.6e-07,5.976245196280416e-08
40,,3,7,4,11,Be,,20177.167,0.238,5952.54,0.022,B-,11509.46,0.238,11,21661.081,0.255,11.021661081,2.55e-07,2.31362585118489e-08
41,,1,6,5,11,B,,8667.707,0.012,6927.732,0.001,B-,-1981.689,0.061,11,9305.166,0.013,11.009305166,1.2999999999999999e-08,1.1808192982194603e-09
42,,-1,5,6,11,C,,10649.396,0.06,6676.456,0.005,B-,-13654.163,46.154,11,11432.597,0.064,11.011432597,6.4e-08,5.812141103005655e-09
43,,-3,4,7,11,N,-p,24303.559,46.154,5364.046,4.196,B-,,,11,26090.945,49.548,11.026090945,4.9548e-05,4.493704999092949e-06
44,0,6,9,3,12,Li,-n,49009.571,30.006,3791.6,2.501,B-,23931.812,30.067,12,52613.941,32.213,12.052613941,3.2213e-05,2.6726982343987115e-06
45,,4,8,4,12,Be,,25077.76,1.909,5720.722,0.159,B-,11708.363,2.321,12,26922.083,2.048,12.026922083,2.048e-06,1.702846319171585e-07
46,,2,7,5,12,B,,13369.397,1.321,6631.223,0.11,B-,13369.397,1.321,12,14352.638,1.418,12.014352638,1.4179999999999998e-06,1.1802550189138203e-07
47,,0,6,6,12,C,,0.0,0.0,7680.144,0.0,B-,-17338.068,1.0,12,0.0,0.0,12.0,0.0,0.0
48,,-2,5,7,12,N,,17338.068,1.0,6170.109,0.083,B-,-14576.544,24.021,12,18613.182,1.073,12.018613182,1.073e-06,8.927818740410145e-08
49,,-4,4,8,12,O,-pp,31914.613,24.0,4890.202,2.0,B-,,,12,34261.747,25.765,12.034261747,2.5764999999999998e-05,2.1409705507213943e-06
50,0,7,10,3,13,Li,-nn,56980.888,70.003,3507.63,5.385,B-,23321.812,70.739,13,61171.503,75.15,13.061171503,7.515e-05,5.753695216599744e-06
51,,5,9,4,13,Be,-n,33659.077,10.18,5241.435,0.783,B-,17097.13,10.23,13,36134.507,10.929,13.036134507,1.0929e-05,8.383620155293324e-07
52,,3,8,5,13,B,-nn,16561.947,1.0,6496.419,0.077,B-,13436.938,1.0,13,17779.981,1.073,13.017779981,1.073e-06,8.242572862393501e-08
53,,1,7,6,13,C,,3125.00888,0.00021,7469.849,0.0,B-,-2220.472,0.27,13,3354.83521,0.00023,13.00335483521,2.3e-10,1.7687743118200124e-11
54,,-1,6,7,13,N,,5345.481,0.27,7238.863,0.021,B-,-17769.951,9.53,13,5738.609,0.289,13.005738609,2.8899999999999995e-07,2.222096019983143e-08
55,,-3,5,8,13,O,+3n,23115.432,9.526,5811.763,0.733,B-,,,13,24815.437,10.226,13.024815437,1.0226e-05,7.851166912469779e-07
56,0,6,10,4,14,Be,x,39954.498,132.245,4993.897,9.446,B-,16290.813,133.936,14,42892.92,141.97,14.04289292,0.00014197,1.010974026568309e-05
57,,4,9,5,14,B,,23663.685,21.213,6101.644,1.515,B-,20643.792,21.213,14,25404.012,22.773,14.025404012,2.2773e-05,1.6236965423966142e-06
58,,2,8,6,14,C,,3019.89278,0.00376,7520.319,0.0,B-,156.476,0.004,14,3241.98843,0.00403,14.00324198843,4.0299999999999995e-09,2.877904990379896e-10
59,,0,7,7,14,N,,2863.41672,0.00019,7475.614,0.0,B-,-5144.364,0.025,14,3074.00446,0.00021,14.00307400446,2.1e-10,1.4996707146810386e-11
60,,-2,6,8,14,O,,8007.781,0.025,7052.278,0.002,B-,-23956.622,41.119,14,8596.706,0.027,14.008596706,2.6999999999999997e-08,1.927387915196079e-09
61,,-4,5,9,14,F,-p,31964.402,41.119,5285.208,2.937,B-,,,14,34315.199,44.142,14.034315199,4.4142e-05,3.14529062331059e-06
62,0,7,11,4,15,Be,-n,49825.815,165.797,4540.97,11.053,B-,20867.573,167.126,15,53490.215,177.99,15.053490215,0.00017799,1.1823836031237623e-05
63,,5,10,5,15,B,,28958.242,21.032,5879.985,1.402,B-,19085.098,21.047,15,31087.953,22.578,15.031087953,2.2578e-05,1.5020868795790486e-06
64,,3,9,6,15,C,-n,9873.144,0.8,7100.169,0.053,B-,9771.705,0.8,15,10599.256,0.858,15.010599256,8.58e-07,5.715961004401888e-08
65,,1,8,7,15,N,,101.43871,0.0006,7699.46,0.0,B-,-2754.166,0.491,15,108.89894,0.00065,15.00010889894,6.499999999999999e-10,4.3333018738679484e-11
66,,-1,7,8,15,O,,2855.605,0.491,7463.692,0.033,B-,-13711.146,14.009,15,3065.618,0.526,15.003065618,5.26e-07,3.5059501397429666e-08
67,,-3,6,9,15,F,-p,16566.751,14.0,6497.459,0.933,B-,-23648.622,68.138,15,17785.139,15.029,15.017785139,1.5029e-05,1.0007467719704469e-06
68,,-5,5,10,15,Ne,-pp,40215.373,66.684,4868.728,4.446,B-,,,15,43172.98,71.588,15.04317298,7.158799999999999e-05,4.758836456589094e-06
69,0,8,12,4,16,Be,-nn,57447.132,165.797,4285.285,10.362,B-,20334.623,167.608,16,61672.036,177.99,16.061672036,0.00017799,1.1081660713844748e-05
70,,6,11,5,16,B,,37112.51,24.569,5507.302,1.536,B-,23418.378,24.828,16,39841.92,26.375,16.03984192,2.6374999999999997e-05,1.644342888885528e-06
71,,4,10,6,16,C,-nn,13694.132,3.578,6922.054,0.224,B-,8010.225,4.254,16,14701.256,3.84,16.014701256,3.84e-06,2.397796835929938e-07
72,,2,9,7,16,N,-n,5683.907,2.301,7373.796,0.144,B-,10420.908,2.301,16,6101.925,2.47,16.006101925,2.47e-06,1.5431614840226005e-07
73,,0,8,8,16,O,,-4737.00135,0.00016,7976.206,0.0,B-,-15417.254,8.321,15,994914.6196,0.00017,15.9949146196,1.7e-10,1.0628378084099542e-11
74,,-2,7,9,16,F,-,10680.253,8.321,6963.731,0.52,B-,-13306.523,22.106,16,11465.723,8.932,16.011465723,8.932e-06,5.578502402293779e-07
75,,-4,6,10,16,Ne,--,23986.776,20.48,6083.177,1.28,B-,,,16,25750.864,21.986,16.025750864,2.1986e-05,1.3719169969994362e-06
76,0,7,12,5,17,B,x,43716.317,204.104,5269.667,12.006,B-,22684.419,204.841,17,46931.399,219.114,17.046931399,0.000219114,1.2853574339652328e-05
77,,5,11,6,17,C,2p-n,21031.898,17.365,6558.024,1.021,B-,13161.82,22.946,17,22578.672,18.641,17.022578672,1.8640999999999997e-05,1.0950749800711508e-06
78,,3,10,7,17,N,+p,7870.079,15.0,7286.229,0.882,B-,8678.842,15.0,17,8448.877,16.103,17.008448877,1.6103e-05,9.46764758882604e-07
79,,1,9,8,17,O,,-808.76348,0.00066,7750.728,0.0,B-,-2760.465,0.248,16,999131.75664,0.0007,16.99913175664,7e-10,4.1178573707246794e-11
80,,-1,8,9,17,F,,1951.702,0.248,7542.328,0.015,B-,-14548.746,0.432,17,2095.238,0.266,17.002095238,2.66e-07,1.564513057223001e-08
81,,-3,7,10,17,Ne,,16500.447,0.354,6640.499,0.021,B-,-18672.766,1001.356,17,17713.959,0.38,17.017713959,3.7999999999999996e-07,2.2329673710318353e-08
82,,-5,6,11,17,Na,x,35173.214,1001.356,5496.08,58.903,B-,,,17,37760.0,1075.0,17.03776,0.001075,6.309514865803956e-05
83,0,8,13,5,18,B,-n,51792.634,204.165,4976.63,11.342,B-,26873.37,206.357,18,55601.682,219.18,18.055601682,0.00021918,1.2139168988121014e-05
84,,6,12,6,18,C,++,24919.264,30.0,6426.131,1.667,B-,11806.096,35.282,18,26751.932,32.206,18.026751932,3.2206e-05,1.7865669934043892e-06
85,,4,11,7,18,N,+,13113.168,18.57,7038.562,1.032,B-,13895.984,18.57,18,14077.565,19.935,18.014077565,1.9934999999999998e-05,1.1066345155930828e-06
86,,2,10,8,18,O,,-782.8156,0.00071,7767.097,0.0,B-,-1655.929,0.463,17,999159.61284,0.00076,17.99915961284,7.6e-10,4.222419359278537e-11
87,,0,9,9,18,F,,873.113,0.463,7631.638,0.026,B-,-4444.501,0.589,18,937.325,0.497,18.000937325,4.97e-07,2.7609673375716838e-08
88,,-2,8,10,18,Ne,,5317.614,0.363,7341.257,0.02,B-,-19720.374,93.882,18,5708.693,0.39,18.005708693,3.8999999999999997e-07,2.1659797270385617e-08
89,,-4,7,11,18,Na,,25037.988,93.881,6202.217,5.216,B-,,,18,26879.386,100.785,18.026879386,0.00010078499999999999,5.590817902641066e-06
90,0,9,14,5,19,B,x,59770.244,525.363,4719.634,27.651,B-,27356.492,534.496,19,64166.0,564.0,19.064166,0.0005639999999999999,2.9584299675107734e-05
91,,7,13,6,19,C,-n,32413.752,98.389,6118.273,5.178,B-,16557.471,99.748,19,34797.596,105.625,19.034797596,0.00010562499999999999,5.549047709453773e-06
92,,5,12,7,19,N,p-2n,15856.282,16.404,6948.543,0.863,B-,12523.424,16.614,19,17022.419,17.61,19.017022419,1.761e-05,9.260124751394184e-07
93,,3,11,8,19,O,-n,3332.858,2.637,7566.495,0.139,B-,4820.302,2.637,19,3577.97,2.83,19.00357797,2.83e-06,1.4891932479597157e-07
94,,1,10,9,19,F,,-1487.4442,0.00086,7779.018,0.0,B-,-3239.494,0.16,18,998403.16288,0.00093,18.99840316288,9.3e-10,4.895148250233362e-11
95,,-1,9,10,19,Ne,+3n,1752.05,0.16,7567.343,0.008,B-,-11177.34,10.536,19,1880.903,0.171,19.001880903,1.71e-07,8.999109134138541e-09
96,,-3,8,11,19,Na,,12929.39,10.535,6937.885,0.554,B-,-18898.998,51.099,19,13880.272,11.309,19.013880272,1.1308999999999998e-05,5.947760182677559e-07
97,,-5,7,12,19,Mg,-pp,31828.389,50.001,5902.025,2.632,B-,,,19,34169.182,53.678,19.034169182,5.3678e-05,2.820086313552448e-06
98,0,10,15,5,20,B,x,68450.0,800.0,4453.0,40.0,B-,30946.0,833.0,20,73484.0,859.0,20.073484,0.000859,4.2792770801521046e-05
99,,8,14,6,20,C,x,37503.563,230.625,5961.435,11.531,B-,15737.067,243.746,20,40261.732,247.585,20.040261732,0.000247585,1.2354379564048298e-05
100,,6,13,7,20,N,x,21766.496,78.894,6709.171,3.945,B-,17970.324,78.899,20,23367.295,84.696,20.023367295,8.469599999999999e-05,4.229857983035115e-06
101,,4,12,8,20,O,-nn,3796.172,0.885,7568.57,0.044,B-,3813.635,0.885,20,4075.358,0.95,20.004075358,9.499999999999999e-07,4.749032299661265e-08
102,,2,11,9,20,F,-n,-17.463,0.03,7720.134,0.002,B-,7024.467,0.03,19,999981.252,0.031,19.999981252,3.1e-08,1.5500014529713619e-09
103,,0,10,10,20,Ne,,-7041.93055,0.00157,8032.24,0.0,B-,-13892.535,1.114,19,992440.17619,0.00168,19.99244017619,1.68e-09,8.403176326623681e-11
104,,-2,9,11,20,Na,,6850.604,1.114,7298.496,0.056,B-,-10627.088,2.171,20,7354.426,1.195,20.007354426,1.195e-06,5.972803672868768e-08
105,,-4,8,12,20,Mg,+t,17477.692,1.863,6728.025,0.093,B-,,,20,18763.075,2.0,20.018763075,2e-06,9.99062725557533e-08
106,0,11,16,5,21,B,x,77330.0,900.0,4203.0,43.0,B-,31687.0,1079.0,21,83017.0,966.0,21.083017,0.000966,4.5818869282323296e-05
107,,9,15,6,21,C,x,45643.0,596.0,5674.0,28.0,B-,20411.0,611.0,21,49000.0,640.0,21.049,0.0006399999999999999,3.0405244904746068e-05
108,,7,14,7,21,N,x,25231.913,134.048,6609.015,6.383,B-,17169.878,134.584,21,27087.573,143.906,21.027087573,0.000143906,6.8438389054309e-06
109,,5,13,8,21,O,-3n,8062.035,12.0,7389.374,0.571,B-,8109.64,12.134,21,8654.95,12.882,21.00865495,1.2882e-05,6.131758568389453e-07
110,,3,12,9,21,F,-nn,-47.605,1.8,7738.293,0.086,B-,5684.171,1.8,20,999948.894,1.932,20.999948894,1.932e-06,9.200022389349725e-08
111,,1,11,10,21,Ne,,-5731.776,0.038,7971.713,0.002,B-,-3547.145,0.09,20,993846.685,0.041,20.993846685,4.1e-08,1.95295319696196e-09
112,,-1,10,11,21,Na,,-2184.631,0.098,7765.547,0.005,B-,-13088.48,0.761,20,997654.702,0.105,20.997654702,1.0499999999999999e-07,5.000558466655749e-09
113,,-3,9,12,21,Mg,x,10903.85,0.755,7105.031,0.036,B-,-16086.0,596.0,21,11705.764,0.81,21.011705764,8.1e-07,3.854994016658076e-08
114,,-5,8,13,21,Al,x,26990.0,596.0,6302.0,28.0,B-,,,21,28975.0,640.0,21.028975,0.0006399999999999999,3.0434198528458945e-05
115,0,10,16,6,22,C,-nn,53611.197,231.49,5421.077,10.522,B-,21846.396,311.063,22,57553.99,248.515,22.05755399,0.000248515,1.1266661757358347e-05
116,,8,15,7,22,N,x,31764.801,207.779,6378.534,9.445,B-,22481.768,215.435,22,34100.918,223.06,22.034100918,0.00022306,1.0123399217881353e-05
117,,6,14,8,22,O,-4n,9283.033,56.921,7364.871,2.587,B-,6489.66,58.256,22,9965.746,61.107,22.009965746,6.1107e-05,2.7763332621771724e-06
118,,4,13,9,22,F,+,2793.373,12.399,7624.295,0.564,B-,10818.092,12.399,22,2998.809,13.31,22.002998809,1.331e-05,6.049175439920372e-07
119,,2,12,10,22,Ne,,-8024.719,0.018,8080.465,0.001,B-,-2843.207,0.171,21,991385.109,0.018,21.991385109,1.8e-08,8.1850233219887e-10
120,,0,11,11,22,Na,,-5181.511,0.171,7915.667,0.008,B-,-4781.578,0.321,21,994437.418,0.183,21.994437418,1.8299999999999998e-07,8.32028555775811e-09
121,,-2,10,12,22,Mg,,-399.933,0.313,7662.761,0.014,B-,-18601.0,401.0,21,999570.654,0.335,21.999570654,3.35e-07,1.5227569904374008e-08
122,,-4,9,13,22,Al,x,18201.0,401.0,6782.0,18.0,B-,-15137.0,643.0,22,19540.0,430.0,22.01954,0.00043,1.9528110033179623e-05
123,,-6,8,14,22,Si,x,33338.0,503.0,6058.0,23.0,B-,,,22,35790.0,540.0,22.03579,0.00054,2.450558840867516e-05
124,0,11,17,6,23,C,x,64171.0,997.0,5077.0,43.0,B-,27450.0,1082.0,23,68890.0,1070.0,23.06889,0.00107,4.638281252370617e-05
125,,9,16,7,23,N,x,36720.425,420.57,6236.671,18.286,B-,22099.056,437.827,23,39421.0,451.5,23.039421,0.00045149999999999997,1.959684663950539e-05
126,,7,15,8,23,O,x,14621.369,121.712,7163.485,5.292,B-,11336.106,126.19,23,15696.686,130.663,23.015696686,0.000130663,5.6771255627243195e-06
127,,5,14,9,23,F,,3285.263,33.32,7622.344,1.449,B-,8439.312,33.321,23,3526.874,35.77,23.003526874,3.5770000000000005e-05,1.5549789471817672e-06
128,,3,13,10,23,Ne,-n,-5154.049,0.104,7955.256,0.005,B-,4375.804,0.104,22,994466.9,0.112,22.9944669,1.12e-07,4.8707369684660966e-09
129,,1,12,11,23,Na,,-9529.85248,0.00181,8111.493,0.0,B-,-4056.34,0.158,22,989769.28199,0.00194,22.98976928199,1.94e-09,8.438536186266907e-11
130,,-1,11,12,23,Mg,-,-5473.513,0.158,7901.115,0.007,B-,-12221.583,0.379,22,994123.941,0.17,22.994123941,1.7000000000000001e-07,7.3931931669237935e-09
131,,-3,10,13,23,Al,--,6748.07,0.345,7335.727,0.015,B-,-16949.0,503.0,23,7244.351,0.37,23.007244351,3.7e-07,1.6081891179806506e-08
132,,-5,9,14,23,Si,x,23697.0,503.0,6565.0,22.0,B-,,,23,25440.0,540.0,23.02544,0.00054,2.3452320563689554e-05
133,0,10,17,7,24,N,x,46938.0,401.0,5887.0,17.0,B-,28438.0,433.0,24,50390.0,430.0,24.05039,0.00043,1.7879127947613322e-05
134,,8,16,8,24,O,x,18500.402,164.874,7039.685,6.87,B-,10955.887,191.633,24,19861.0,177.0,24.019861,0.000177,7.368901926618143e-06
135,,6,15,9,24,F,x,7544.515,97.67,7463.582,4.07,B-,13496.161,97.672,24,8099.37,104.853,24.00809937,0.000104853,4.3674011167673705e-06
136,,4,14,10,24,Ne,-nn,-5951.646,0.513,7993.325,0.021,B-,2466.255,0.513,23,993610.645,0.55,23.993610645,5.5e-07,2.2922769237926842e-08
137,,2,13,11,24,Na,-n,-8417.901,0.017,8063.488,0.001,B-,5515.669,0.021,23,990963.011,0.017,23.990963011,1.7e-08,7.086001504902241e-10
138,,0,12,12,24,Mg,,-13933.569,0.013,8260.709,0.001,B-,-13884.704,0.233,23,985041.697,0.014,23.985041697,1.4e-08,5.83697129938744e-10
139,,-2,11,13,24,Al,ep,-48.865,0.233,7649.582,0.01,B-,-10794.06,19.473,23,999947.541,0.25,23.999947541,2.5e-07,1.0416689435379628e-08
140,,-4,10,14,24,Si,--,10745.195,19.472,7167.232,0.811,B-,-22574.0,503.0,24,11535.441,20.904,24.011535441,2.0904e-05,8.705815607404329e-07
141,,-6,9,15,24,P,x,33320.0,503.0,6194.0,21.0,B-,,,24,35770.0,540.0,24.03577,0.00054,2.2466515530810954e-05
142,0,11,18,7,25,N,x,55983.0,503.0,5613.0,20.0,B-,28654.0,529.0,25,60100.0,540.0,25.0601,0.00054,2.1548198131691417e-05
143,,9,17,8,25,O,-n,27329.027,165.084,6727.805,6.603,B-,15994.862,191.191,25,29338.919,177.225,25.029338919,0.00017722499999999998,7.080690407906333e-06
144,,7,16,9,25,F,x,11334.166,96.442,7336.306,3.858,B-,13369.667,100.721,25,12167.727,103.535,25.012167727,0.00010353499999999999,4.139385323577395e-06
145,,5,15,10,25,Ne,,-2035.502,29.045,7839.799,1.162,B-,7322.312,29.07,24,997814.799,31.181,24.997814799,3.1181e-05,1.2473490283337624e-06
146,,3,14,11,25,Na,-nn,-9357.813,1.2,8101.397,0.048,B-,3834.969,1.201,24,989953.973,1.288,24.989953973,1.288e-06,5.154071117504255e-08
147,,1,13,12,25,Mg,,-13192.783,0.047,8223.502,0.002,B-,-4276.808,0.045,24,985836.964,0.05,24.985836964,5e-08,2.0011336851369363e-09
148,,-1,12,13,25,Al,,-8915.975,0.065,8021.136,0.003,B-,-12743.299,10.0,24,990428.306,0.069,24.990428306,6.900000000000001e-08,2.761057119754673e-09
149,,-3,11,14,25,Si,+3n,3827.324,10.0,7480.11,0.4,B-,-15911.0,401.0,25,4108.801,10.735,25.004108801,1.0735e-05,4.2932943883089604e-07
150,,-5,10,15,25,P,x,19738.0,401.0,6812.0,16.0,B-,,,25,21190.0,430.0,25.02119,0.00043,1.7185433626458212e-05
151,0,10,18,8,26,O,-nn,34661.037,164.95,6497.478,6.344,B-,16012.161,198.932,26,37210.155,177.081,26.037210155,0.000177081,6.801074268165963e-06
152,,8,17,9,26,F,x,18648.875,111.199,7083.24,4.277,B-,18167.762,112.716,26,20020.392,119.377,26.020020392,0.00011937699999999999,4.587890332196016e-06
153,,6,16,10,26,Ne,x,481.114,18.429,7751.91,0.709,B-,7341.893,18.758,26,516.496,19.784,26.000516496,1.9784e-05,7.609079613108313e-07
154,,4,15,11,26,Na,x,-6860.78,3.502,8004.201,0.135,B-,9353.763,3.502,25,992634.649,3.759,25.992634649,3.759e-06,1.446178908279549e-07
155,,2,14,12,26,Mg,,-16214.542,0.03,8333.87,0.001,B-,-4004.391,0.063,25,982592.971,0.032,25.982592971,3.2e-08,1.2315937841814412e-09
156,,0,13,13,26,Al,,-12210.151,0.067,8149.765,0.003,B-,-5069.136,0.085,25,986891.863,0.071,25.986891863,7.099999999999999e-08,2.732146667416176e-09
157,,-2,12,14,26,Si,-,-7141.015,0.108,7924.708,0.004,B-,-18114.0,196.0,25,992333.804,0.115,25.992333804,1.15e-07,4.424381468289026e-09
158,,-4,11,15,26,P,x,10973.0,196.0,7198.0,8.0,B-,-16106.0,627.0,26,11780.0,210.0,26.01178,0.00020999999999999998,8.073265266736838e-06
159,,-6,10,16,26,S,x,27079.0,596.0,6548.0,23.0,B-,,,26,29070.0,640.0,26.02907,0.0006399999999999999,2.4587893459120897e-05
160,0,11,19,8,27,O,x,44670.0,500.0,6185.0,19.0,B-,19220.0,634.0,27,47955.0,537.0,27.047955,0.0005369999999999999,1.9853626642014152e-05
161,,9,18,9,27,F,x,25450.279,389.83,6867.932,14.438,B-,18399.37,400.258,27,27322.0,418.5,27.027322,0.0004185,1.548433100401142e-05
162,,7,17,10,27,Ne,x,7050.909,90.77,7520.414,3.362,B-,12568.699,90.847,27,7569.462,97.445,27.007569462,9.744499999999999e-05,3.6080625521339997e-06
163,,5,16,11,27,Na,++,-5517.79,3.726,7956.946,0.138,B-,9068.821,3.727,26,994076.408,4.0,26.994076408,4e-06,1.48180657842939e-07
164,,3,15,12,27,Mg,-n,-14586.611,0.05,8263.852,0.002,B-,2610.251,0.069,26,984340.628,0.053,26.984340627999998,5.3e-08,1.9641020964953703e-09
165,,1,14,13,27,Al,,-17196.861,0.047,8331.553,0.002,B-,-4812.359,0.096,26,981538.408,0.05,26.981538408,5e-08,1.8531189454036115e-09
166,,-1,13,14,27,Si,-,-12384.503,0.107,8124.341,0.004,B-,-11662.044,26.34,26,986704.688,0.115,26.986704688,1.15e-07,4.261357632565502e-09
167,,-3,12,15,27,P,p4n,-722.458,26.34,7663.438,0.976,B-,-17750.0,400.0,26,999224.409,28.277,26.999224409,2.8277e-05,1.047326381367239e-06
168,,-5,11,16,27,S,-,17028.0,401.0,6977.0,15.0,B-,,,27,18280.0,430.0,27.01828,0.00043,1.5915150779398244e-05
