,cc,NZ,N,Z,A,el,o,mass,mass_err,binding,binding_err,B,beta,beta_err,u,atomic_mass,atomic_mass_err,umass,umass_err,precision,abundancy,halflife
1015,,4,48,44,92,Ru,,-74301.211,2.718,8504.774,0.0295,B-,-11302.1155,5.1531,91,920234.373,2.917,91.920234373,2.9169999999999998e-06,3.173403570929992e-08,0.0,219.0
1016,,2,47,45,92,Rh,x,-62999.095,4.378,8373.4211,0.0476,B-,-8220.0,345.0,91,932367.692,4.7,91.932367692,4.7e-06,5.112453989813858e-08,0.0,4.66
1017,,0,46,46,92,Pd,-,-54779.095,345.028,8275.5695,3.7503,B-,-17249.0,528.0,91,941192.225,370.402,91.941192225,0.000370402,4.028683890606358e-06,0.0,1.1
1018,,-2,45,47,92,Ag,x,-37530.0,400.0,8080.0,4.0,B-,,,91,959710.0,429.0,91.95971,0.00042899999999999997,4.665086481895169e-06,0.0,0.0
1019,0,25,59,34,93,Se,x,-40860.0,400.0,8225.0,4.0,B-,12030.0,588.0,92,956135.0,429.0,92.956135,0.00042899999999999997,4.615080005208908e-06,0.0,0.05
1020,,23,58,35,93,Br,x,-52890.235,430.816,8345.5986,4.6324,B-,11245.7673,430.8234,92,943220.0,462.5,92.94322,0.00046249999999999997,4.976156410333104e-06,0.0,0.152
1021,,21,57,36,93,Kr,x,-64136.002,2.515,8458.1085,0.027,B-,8483.8977,8.2243,92,931147.172,2.7,92.931147172,2.7e-06,2.905376810858422e-08,0.0,1.286
1022,,19,56,37,93,Rb,,-72619.9,7.83,8540.9209,0.0842,B-,7465.9434,8.8761,92,922039.334,8.406,92.922039334,8.406e-06,9.04629306486202e-08,0.0,5.84
1023,,17,55,38,93,Sr,,-80085.844,7.554,8612.7875,0.0812,B-,4141.3118,11.6972,92,914024.314,8.109,92.914024314,8.109e-06,8.727423077269682e-08,0.0,445.8
1024,,15,54,39,93,Y,,-84227.155,10.488,8648.9054,0.1128,B-,2894.8723,10.483,92,909578.434,11.259,92.909578434,1.1259e-05,1.211823386756408e-07,0.0,36648.0
1025,,13,53,40,93,Zr,,-87122.028,0.456,8671.6207,0.0049,B-,90.8123,1.4838,92,906470.661,0.489,92.906470661,4.89e-07,5.263357832031724e-09,0.0,50806650860000.0
1026,,11,52,41,93,Nb,,-87212.84,1.49,8664.1849,0.016,B-,-405.7609,1.5012,92,906373.17,1.599,92.90637317,1.5989999999999999e-06,1.7210875265512206e-08,100.0,inf
1027,,9,51,42,93,Mo,-n,-86807.079,0.181,8651.4095,0.002,B-,-3200.9629,1.004,92,906808.772,0.193,92.906808772,1.93e-07,2.0773504391226686e-09,0.0,126227704000.0
1028,,7,50,43,93,Tc,-p,-83606.116,1.012,8608.5782,0.0109,B-,-6389.3929,2.2995,92,910245.147,1.086,92.910245147,1.086e-06,1.168870018889479e-08,0.0,9900.0
1029,,5,49,44,93,Ru,,-77216.723,2.065,8531.4627,0.0222,B-,-8204.9136,3.3425,92,917104.442,2.216,92.917104442,2.216e-06,2.3849214989079376e-08,0.0,59.7
1030,,3,48,45,93,Rh,,-69011.81,2.629,8434.8255,0.0283,B-,-10030.0,370.0,92,925912.778,2.821,92.925912778,2.821e-06,3.035751724859964e-08,0.0,13.9
1031,,1,47,46,93,Pd,-,-58981.81,370.009,8318.5637,3.9786,B-,-12582.0,545.0,92,936680.426,397.221,92.936680426,0.000397221,4.2741035959024135e-06,0.0,1.15
1032,,-1,46,47,93,Ag,x,-46400.0,401.0,8175.0,4.0,B-,,,92,950188.0,430.0,92.950188,0.00043,4.626133730896811e-06,0.0,0.02
1033,0,26,60,34,94,Se,x,-36803.0,500.0,8180.0,5.0,B-,10846.0,539.0,93,960490.0,537.0,93.96049,0.0005369999999999999,5.715168152060509e-06,0.0,0.02
1034,,24,59,35,94,Br,x,-47650.0,200.0,8287.0,2.0,B-,13698.0,201.0,93,948846.0,215.0,93.948846,0.000215,2.2884794135736378e-06,0.0,0.07
1035,,22,58,36,94,Kr,x,-61347.78,12.109,8424.3318,0.1288,B-,7215.0114,12.2782,93,934140.452,13.0,93.934140452,1.3e-05,1.383948363975604e-07,0.0,0.212
1036,,20,57,37,94,Rb,,-68562.791,2.029,8492.7644,0.0216,B-,10282.9297,2.623,93,926394.819,2.177,93.926394819,2.177e-06,2.3177723409859052e-08,0.0,2.702
1037,,18,56,38,94,Sr,,-78845.721,1.663,8593.8344,0.0177,B-,3505.7517,6.422,93,915355.641,1.785,93.915355641,1.7849999999999999e-06,1.900647650021499e-08,0.0,75.3
1038,,16,55,39,94,Y,,-82351.473,6.38,8622.8068,0.0679,B-,4917.8589,6.3799,93,911592.062,6.849,93.911592062,6.849e-06,7.293029379672662e-08,0.0,1122.0
1039,,14,54,40,94,Zr,,-87269.332,0.164,8666.8016,0.0018,B-,-900.2684,1.5,93,906312.523,0.175,93.906312523,1.75e-07,1.8635594913508944e-09,17.38,inf
1040,,12,53,41,94,Nb,,-86369.063,1.491,8648.9014,0.0159,B-,2045.0163,1.4937,93,907279.001,1.6,93.907279001,1.6e-06,1.7038082851734655e-08,0.0,643761290400.0
1041,,10,52,42,94,Mo,,-88414.079,0.141,8662.3341,0.0015,B-,-4255.7476,4.0687,93,905083.586,0.151,93.905083586,1.51e-07,1.6080066619791826e-09,9.187,inf
1042,,8,51,43,94,Tc,-,-84158.332,4.071,8608.7373,0.0433,B-,-1574.7296,5.1433,93,909652.319,4.37,93.909652319,4.37e-06,4.653408773312913e-08,0.0,17580.0
1043,,6,50,44,94,Ru,,-82583.602,3.143,8583.662,0.0334,B-,-9675.9789,4.615,93,911342.86,3.374,93.91134286,3.374e-06,3.59275024427012e-08,0.0,3108.0
1044,,4,49,45,94,Rh,,-72907.623,3.379,8472.4033,0.0359,B-,-6805.3428,5.4588,93,921730.45,3.627,93.92173045,3.6269999999999997e-06,3.8617261230412094e-08,0.0,70.6
1045,,2,48,46,94,Pd,x,-66102.281,4.287,8391.6832,0.0456,B-,-13700.0,400.0,93,929036.286,4.602,93.929036286,4.602e-06,4.899443433005734e-08,0.0,9.0
1046,,0,47,47,94,Ag,-,-52402.0,400.0,8238.0,4.0,B-,-11962.0,640.0,93,943744.0,429.0,93.943744,0.00042899999999999997,4.566562729286157e-06,0.0,0.037
1047,,-2,46,48,94,Cd,x,-40440.0,500.0,8102.0,5.0,B-,,,93,956586.0,537.0,93.956586,0.0005369999999999999,5.715405623614293e-06,0.0,0.0
1048,0,27,61,34,95,Se,x,-30460.0,500.0,8112.0,5.0,B-,13390.0,583.0,94,967300.0,537.0,94.9673,0.0005369999999999999,5.654577944197634e-06,0.0,0.01
1049,,25,60,35,95,Br,x,-43850.0,300.0,8245.0,3.0,B-,12309.0,301.0,94,952925.0,322.0,94.952925,0.00032199999999999997,3.3911540903031687e-06,0.0,0.05
1050,,23,59,36,95,Kr,x,-56158.92,18.63,8365.9963,0.1961,B-,9731.3868,27.5124,94,939710.922,20.0,94.939710922,1.9999999999999998e-05,2.106600052367073e-07,0.0,0.114
1051,,21,58,37,95,Rb,,-65890.307,20.245,8460.1967,0.2131,B-,9226.9772,20.2036,94,929263.849,21.733,94.929263849,2.1733e-05,2.28938886901828e-07,0.0,0.3777
1052,,19,57,38,95,Sr,,-75117.284,5.81,8549.0875,0.0612,B-,6090.6528,7.2395,94,919358.282,6.237,94.919358282,6.237e-06,6.570840883131792e-08,0.0,23.9
1053,,17,56,39,95,Y,,-81207.937,6.779,8604.9644,0.0714,B-,4452.0031,6.7718,94,912819.697,7.277,94.912819697,7.277e-06,7.667035942279577e-08,0.0,618.0
1054,,15,55,40,95,Zr,,-85659.94,0.869,8643.5924,0.0092,B-,1126.3312,0.9854,94,908040.276,0.933,94.908040276,9.33e-07,9.830568593416988e-09,0.0,5532364.8
1055,,13,54,41,95,Nb,,-86786.272,0.508,8647.2133,0.0054,B-,925.6009,0.4938,94,906831.11,0.545,94.90683111,5.45e-07,5.742473893879439e-09,0.0,3023222.4
1056,,11,53,42,95,Mo,,-87711.872,0.123,8648.7212,0.0013,B-,-1690.5175,5.0782,94,905837.436,0.132,94.905837436,1.32e-07,1.3908522759626301e-09,15.873,inf
1057,,9,52,43,95,Tc,,-86021.355,5.08,8622.6911,0.0535,B-,-2563.5961,10.531,94,907652.281,5.453,94.907652281,5.453e-06,5.745585175634633e-08,0.0,72000.0
1058,,7,51,44,95,Ru,,-83457.759,9.502,8587.4706,0.1,B-,-5117.1423,10.2656,94,910404.415,10.2,94.910404415,1.0199999999999999e-05,1.0746977702676348e-07,0.0,5914.8
1059,,5,50,45,95,Rh,,-78340.616,3.886,8525.3707,0.0409,B-,-8374.7035,4.9281,94,915897.893,4.171,94.915897893,4.171e-06,4.394416628394567e-08,0.0,301.2
1060,,3,49,46,95,Pd,x,-69965.913,3.031,8428.9807,0.0319,B-,-10060.0,400.0,94,924888.506,3.253,94.924888506,3.253e-06,3.426920011388146e-08,0.0,7.5
1061,,1,48,47,95,Ag,-,-59906.0,400.0,8315.0,4.0,B-,-12850.0,400.0,94,935688.0,429.0,94.935688,0.00042899999999999997,4.5188485914801606e-06,0.0,1.76
1062,,-1,47,48,95,Cd,-,-47056.0,566.0,8171.0,6.0,B-,,,94,949483.0,607.0,94.949483,0.000607,6.392873144975418e-06,0.0,0.09
1063,0,26,61,35,96,Br,x,-38210.0,300.0,8184.0,3.0,B-,14872.0,301.0,95,958980.0,322.0,95.95898,0.00032199999999999997,3.355600486791335e-06,0.0,0.02
1064,,24,60,36,96,Kr,,-53081.682,19.277,8330.8721,0.2008,B-,8272.6693,19.5669,95,943014.473,20.695,95.943014473,2.0695e-05,2.1570095659047618e-07,0.0,0.08
1065,,22,59,37,96,Rb,,-61354.351,3.353,8408.8963,0.0349,B-,11563.897,9.1062,95,934133.398,3.599,95.934133398,3.599e-06,3.751532298800159e-08,0.0,0.201
1066,,20,58,38,96,Sr,,-72918.248,8.466,8521.2041,0.0882,B-,5411.738,9.7257,95,921719.045,9.089,95.921719045,9.089e-06,9.475434855098932e-08,0.0,1.07
1067,,18,57,39,96,Y,,-78329.986,6.075,8569.4269,0.0633,B-,7108.8741,6.074,95,915909.305,6.521,95.915909305,6.521e-06,6.798663586938509e-08,0.0,5.34
1068,,16,56,40,96,Zr,,-85438.86,0.114,8635.3283,0.0012,B-,163.9704,0.1,95,908277.615,0.122,95.908277615,1.2199999999999998e-07,1.2720487014659853e-09,2.8,0.0
1069,,14,55,41,96,Nb,,-85602.83,0.147,8628.8868,0.0015,B-,3192.059,0.107,95,908101.586,0.157,95.908101586,1.57e-07,1.6369837104868496e-09,0.0,84060.0
1070,,12,54,42,96,Mo,,-88794.889,0.12,8653.988,0.0013,B-,-2973.2411,5.145,95,904674.77,0.128,95.90467477,1.28e-07,1.334658610823419e-09,16.673,inf
1071,,10,53,43,96,Tc,-,-85821.648,5.146,8614.8673,0.0536,B-,258.7369,5.1464,95,907866.675,5.524,95.907866675,5.524e-06,5.7596943728495254e-08,0.0,369792.0
1072,,8,52,44,96,Ru,,-86080.385,0.17,8609.413,0.0018,B-,-6392.6529,10.0,95,907588.91,0.182,95.90758891,1.82e-07,1.8976600503510665e-09,5.54,inf
1073,,6,51,45,96,Rh,-,-79687.732,10.001,8534.6735,0.1042,B-,-3504.3127,10.8442,95,914451.705,10.737,95.914451705,1.0736999999999999e-05,1.11943506000778e-07,0.0,594.0
1074,,4,50,46,96,Pd,x,-76183.42,4.194,8490.0207,0.0437,B-,-11671.7741,90.1814,95,918213.739,4.502,95.918213739,4.501999999999999e-06,4.693581984596011e-08,0.0,122.0
1075,,2,49,47,96,Ag,ep,-64511.645,90.084,8360.2903,0.9384,B-,-8940.0,400.0,95,930743.903,96.708,95.930743903,9.6708e-05,1.0081022627926863e-06,0.0,4.44
1076,,0,48,48,96,Cd,-,-55572.0,410.0,8259.0,4.0,B-,-17482.0,647.0,95,940341.0,440.0,95.940341,0.00043999999999999996,4.5861834074573485e-06,0.0,0.88
1077,,-2,47,49,96,In,x,-38090.0,500.0,8069.0,5.0,B-,,,95,959109.0,537.0,95.959109,0.0005369999999999999,5.596133661474492e-06,0.0,0.0
1078,0,27,62,35,97,Br,x,-34000.0,400.0,8140.0,4.0,B-,13423.0,420.0,96,963499.0,429.0,96.963499,0.00042899999999999997,4.424345288942182e-06,0.0,0.01
1079,,25,61,36,97,Kr,x,-47423.499,130.409,8269.8645,1.3444,B-,11095.646,130.4232,96,949088.782,140.0,96.949088782,0.00014,1.4440568937662157e-06,0.0,0.0622
1080,,23,60,37,97,Rb,,-58519.145,1.912,8376.1872,0.0197,B-,10061.5295,3.8872,96,937177.117,2.052,96.937177117,2.052e-06,2.116834903829831e-08,0.0,0.1691
1081,,21,59,38,97,Sr,,-68580.674,3.385,8471.8489,0.0349,B-,7534.7807,7.5131,96,926375.621,3.633,96.926375621,3.6329999999999998e-06,3.748205766205165e-08,0.0,0.429
1082,,19,58,39,97,Y,+,-76115.455,6.708,8541.4616,0.0692,B-,6821.2382,6.7068,96,918286.702,7.201,96.918286702,7.200999999999999e-06,7.42997038540447e-08,0.0,3.75
1083,,17,57,40,97,Zr,,-82936.693,0.121,8603.7182,0.0013,B-,2666.1038,4.2435,96,910963.802,0.13,96.910963802,1.3e-07,1.3414374896281563e-09,0.0,60296.4
1084,,15,56,41,97,Nb,,-85602.797,4.244,8623.1384,0.0438,B-,1941.9038,4.2435,96,908101.622,4.556,96.908101622,4.556e-06,4.701361314218233e-08,0.0,4326.0
1085,,13,55,42,97,Mo,,-87544.7,0.165,8635.0926,0.0017,B-,-320.264,4.1169,96,906016.903,0.176,96.906016903,1.76e-07,1.8161926949920012e-09,9.582,inf
1086,,11,54,43,97,Tc,,-87224.436,4.118,8623.7254,0.0425,B-,-1103.8722,4.9563,96,906360.72,4.42,96.90636072,4.42e-06,4.5611041082959373e-08,0.0,132854658460000.0
1087,,9,53,44,97,Ru,-n,-86120.564,2.763,8604.2799,0.0285,B-,-3523.0,35.3553,96,907545.776,2.965,96.907545776,2.9649999999999996e-06,3.059617263297063e-08,0.0,245116.8
1088,,7,52,45,97,Rh,-,-82597.564,35.463,8559.8949,0.3656,B-,-4791.7118,35.7924,96,911327.872,38.071,96.911327872,3.8070999999999995e-05,3.928436523982416e-07,0.0,1842.0
1089,,5,51,46,97,Pd,x,-77805.852,4.844,8502.4303,0.0499,B-,-6901.8255,12.9558,96,916471.985,5.2,96.916471985,5.2e-06,5.365444999695012e-08,0.0,186.0
1090,,3,50,47,97,Ag,x,-70904.027,12.016,8423.2121,0.1239,B-,-10170.0,420.0,96,923881.4,12.9,96.9238814,1.29e-05,1.3309413339280488e-07,0.0,25.5
1091,,1,49,48,97,Cd,-,-60734.027,420.172,8310.3013,4.3317,B-,-13344.0,580.0,96,934799.343,451.073,96.934799343,0.00045107299999999997,4.653364973747929e-06,0.0,1.1
1092,,-1,48,49,97,In,x,-47390.0,401.0,8165.0,4.0,B-,,,96,949125.0,430.0,96.949125,0.00043,4.435315945347624e-06,0.0,0.05
1093,0,28,63,35,98,Br,x,-28050.0,400.0,8078.0,4.0,B-,16070.0,500.0,97,969887.0,429.0,97.969887,0.00042899999999999997,4.378896548079105e-06,0.0,0.005
1094,,26,62,36,98,Kr,x,-44120.0,300.0,8234.0,3.0,B-,10249.0,300.0,97,952635.0,322.0,97.952635,0.00032199999999999997,3.287303092969372e-06,0.0,0.0428
1095,,24,61,37,98,Rb,,-54369.152,16.083,8330.7294,0.1641,B-,12053.2361,16.4029,97,941632.317,17.265,97.941632317,1.7264999999999998e-05,1.7627845882861872e-07,0.0,0.114
1096,,22,60,38,98,Sr,,-66422.389,3.226,8445.7385,0.0329,B-,5866.3591,8.5504,97,928692.636,3.463,97.928692636,3.463e-06,3.536246534886295e-08,0.0,0.653
1097,,20,59,39,98,Y,p-2n,-72288.748,7.919,8497.6162,0.0808,B-,8993.0098,11.5755,97,922394.841,8.501,97.922394841,8.500999999999999e-06,8.681364476229742e-08,0.0,0.548
1098,,18,58,40,98,Zr,,-81281.757,8.445,8581.3984,0.0862,B-,2242.8547,9.8134,97,912740.448,9.065,97.912740448,9.064999999999999e-06,9.258243573331793e-08,0.0,30.7
1099,,16,57,41,98,Nb,-pn,-83524.612,5.001,8596.3016,0.051,B-,4591.3681,5.0032,97,910332.645,5.369,97.910332645,5.369e-06,5.483588764289812e-08,0.0,2.86
1100,,14,56,42,98,Mo,,-88115.98,0.174,8635.1691,0.0018,B-,-1683.7664,3.3768,97,905403.609,0.186,97.905403609,1.86e-07,1.899792995520646e-09,24.292,inf
1101,,12,55,43,98,Tc,,-86432.214,3.38,8610.0047,0.0345,B-,1792.6575,7.1568,97,907211.206,3.628,97.907211206,3.628e-06,3.705549320944877e-08,0.0,132539089200000.0
1102,,10,54,44,98,Ru,,-88224.871,6.463,8620.314,0.0659,B-,-5049.6529,10.0,97,905286.709,6.937,97.905286709,6.937e-06,7.08541921808428e-08,1.87,inf
1103,,8,53,45,98,Rh,-,-83175.219,11.906,8560.8038,0.1215,B-,-1854.2331,12.8161,97,910707.734,12.782,97.910707734,1.2781999999999999e-05,1.3054751922257206e-07,0.0,523.2
1104,,6,52,46,98,Pd,,-81320.985,4.742,8533.8999,0.0484,B-,-8254.5607,33.0975,97,912698.335,5.09,97.912698335,5.0899999999999995e-06,5.1985085556369776e-08,0.0,1062.0
1105,,4,51,47,98,Ag,,-73066.425,32.907,8441.6866,0.3358,B-,-5430.0,40.0,97,921559.97,35.327,97.92155997,3.5326999999999996e-05,3.607683538826694e-07,0.0,47.5
1106,,2,50,48,98,Cd,-,-67636.425,51.797,8378.2953,0.5285,B-,-13730.0,300.0,97,927389.315,55.605,97.927389315,5.5604999999999994e-05,5.678186704348578e-07,0.0,9.2
1107,,0,49,49,98,In,-,-53906.0,304.0,8230.0,3.0,B-,,,97,942129.0,327.0,97.942129,0.000327,3.3387062680657062e-06,0.0,0.037
1108,0,27,63,36,99,Kr,x,-38400.0,400.0,8175.0,4.0,B-,12721.0,400.0,98,958776.0,429.0,98.958776,0.00042899999999999997,4.335138502521494e-06,0.0,0.04
1109,,25,62,37,99,Rb,x,-51121.15,4.031,8295.301,0.0407,B-,11397.3767,6.2201,98,945119.19,4.327,98.94511919,4.326999999999999e-06,4.373131323123731e-08,0.0,0.0564
1110,,23,61,38,99,Sr,,-62518.527,4.737,8402.5235,0.0479,B-,8125.2037,8.1353,98,932883.604,5.085,98.932883604,5.085e-06,5.139848162471235e-08,0.0,0.269
1111,,21,60,39,99,Y,x,-70643.73,6.615,8476.6938,0.0668,B-,6972.9398,12.4082,98,924160.839,7.101,98.924160839,7.1009999999999994e-06,7.178226168182457e-08,0.0,1.484
1112,,19,59,40,99,Zr,,-77616.67,10.499,8539.225,0.1061,B-,4718.6736,15.9474,98,916675.081,11.271,98.916675081,1.1271000000000001e-05,1.1394438794844759e-07,0.0,2.1
1113,,17,58,41,99,Nb,+p,-82335.344,12.004,8578.9859,0.1213,B-,3634.7623,12.0059,98,911609.377,12.886,98.911609377,1.2885999999999998e-05,1.302779328044822e-07,0.0,15.0
1114,,15,57,42,99,Mo,,-85970.106,0.229,8607.7982,0.0023,B-,1357.7631,0.8905,98,907707.299,0.245,98.907707299,2.45e-07,2.4770567096390177e-09,0.0,237326.04
1115,,13,56,43,99,Tc,,-87327.869,0.908,8613.6105,0.0092,B-,297.5156,0.9453,98,906249.681,0.974,98.906249681,9.74e-07,9.847709352456686e-09,0.0,21636.0
1116,,11,55,44,99,Ru,,-87625.385,0.343,8608.7132,0.0035,B-,-2040.8632,19.4529,98,905930.284,0.368,98.905930284,3.6799999999999996e-07,3.7207071299296126e-09,12.76,inf
1117,,9,54,45,99,Rh,,-85584.522,19.451,8580.1959,0.1965,B-,-3401.6603,18.9153,98,908121.241,20.881,98.908121241,2.0881e-05,2.1111512116503813e-07,0.0,1391040.0
1118,,7,53,46,99,Pd,,-82182.861,5.107,8537.9332,0.0516,B-,-5470.3785,8.0829,98,911773.073,5.482,98.911773073,5.482e-06,5.5423129418113976e-08,0.0,1284.0
1119,,5,52,47,99,Ag,x,-76712.483,6.265,8474.7744,0.0633,B-,-6781.3511,6.4622,98,917645.766,6.725,98.917645766,6.724999999999999e-06,6.798584770111379e-08,0.0,124.2
1120,,3,51,48,99,Cd,x,-69931.132,1.584,8398.3734,0.016,B-,-8555.0,298.0,98,924925.845,1.7,98.924925845,1.6999999999999998e-06,1.718474879287386e-08,0.0,16.0
1121,,1,50,49,99,In,x,-61376.0,298.0,8304.0,3.0,B-,-13400.0,500.0,98,934110.0,320.0,98.93411,0.00031999999999999997,3.234475955764902e-06,0.0,3.1
1122,,-1,49,50,99,Sn,-,-47976.0,582.0,8161.0,6.0,B-,,,98,948495.0,625.0,98.948495,0.000625,6.316417445257758e-06,0.0,0.005
1123,0,28,64,36,100,Kr,x,-34470.0,400.0,8134.0,4.0,B-,11796.0,400.0,99,962995.0,429.0,99.962995,0.00042899999999999997,4.29158810217721e-06,0.0,0.012
1124,,26,63,37,100,Rb,,-46265.884,13.124,8244.5085,0.1312,B-,13551.6204,14.8355,99,950331.532,14.089,99.950331532,1.4089e-05,1.4096001267879016e-07,0.0,0.048
1125,,24,62,38,100,Sr,,-59817.505,6.918,8372.2012,0.0692,B-,7503.7365,13.1453,99,935783.27,7.426,99.93578327,7.426e-06,7.430771798662863e-08,0.0,0.202
1126,,22,61,39,100,Y,x,-67321.241,11.179,8439.4151,0.1118,B-,9051.4949,13.8293,99,927727.678,12.0,99.927727678,1.2e-05,1.20086789511195e-07,0.0,0.735
1127,,20,60,40,100,Zr,,-76372.736,8.143,8522.1066,0.0814,B-,3418.5098,11.3976,99,918010.499,8.742,99.918010499,8.742e-06,8.749173403615249e-08,0.0,7.1
1128,,18,59,41,100,Nb,IT,-79791.246,7.976,8548.4683,0.0798,B-,6401.7829,7.9817,99,914340.578,8.562,99.914340578,8.561999999999999e-06,8.569340447496537e-08,0.0,1.5
1129,,16,58,42,100,Mo,,-86193.029,0.301,8604.6626,0.003,B-,-172.0776,1.3704,99,907467.982,0.322,99.907467982,3.22e-07,3.2229822905532317e-09,9.744,0.0
1130,,14,57,43,100,Tc,-n,-86020.951,1.351,8595.1184,0.0135,B-,3206.4401,1.376,99,907652.715,1.45,99.907652715,1.4499999999999999e-06,1.4513402733385397e-08,0.0,15.46
1131,,12,56,44,100,Ru,,-89227.391,0.342,8619.3593,0.0034,B-,-3636.2612,18.1231,99,904210.46,0.367,99.90421046,3.67e-07,3.673518846805168e-09,12.6,inf
1132,,10,55,45,100,Rh,,-85591.13,18.125,8575.1732,0.1813,B-,-378.4577,25.2879,99,908114.147,19.458,99.908114147,1.9458e-05,1.9475895592794826e-07,0.0,74880.0
1133,,8,54,46,100,Pd,,-85212.672,17.637,8563.5652,0.1764,B-,-7074.703,18.3319,99,908520.438,18.934,99.908520438,1.8934e-05,1.8951336599714565e-07,0.0,313632.0
1134,,6,53,47,100,Ag,x,-78137.969,5.0,8484.9947,0.05,B-,-3943.374,5.2735,99,916115.443,5.367,99.916115443,5.367e-06,5.37150586389816e-08,0.0,120.6
1135,,4,52,48,100,Cd,x,-74194.595,1.677,8437.7375,0.0168,B-,-10016.4492,2.7945,99,920348.829,1.8,99.920348829,1.8e-06,1.8014348639639495e-08,0.0,49.1
1136,,2,51,49,100,In,x,-64178.146,2.236,8329.7495,0.0224,B-,-7030.0,240.0,99,931101.929,2.4,99.931101929,2.4e-06,2.4016546937560788e-08,0.0,5.83
1137,,0,50,50,100,Sn,-,-57148.146,240.01,8251.626,2.4001,B-,,,99,938648.944,257.661,99.938648944,0.000257661,2.578191747863019e-06,0.0,1.16
1138,0,29,65,36,101,Kr,x,-28580.0,500.0,8075.0,5.0,B-,13987.0,501.0,100,969318.0,537.0,100.969318,0.0005369999999999999,5.318447332683776e-06,0.0,0.005
1139,,27,64,37,101,Rb,x,-42567.417,20.493,8206.1753,0.2029,B-,12757.4969,22.1781,100,954302.0,22.0,100.954302,2.2e-05,2.1792038144149616e-07,0.0,0.0318
1140,,25,63,38,101,Sr,x,-55324.914,8.48,8324.7411,0.084,B-,9729.8721,11.0473,100,940606.264,9.103,100.940606264,9.102999999999999e-06,9.018174485887294e-08,0.0,0.1138
1141,,23,62,39,101,Y,x,-65054.787,7.08,8413.3305,0.0701,B-,8106.2003,10.9331,100,930160.817,7.601,100.930160817,7.601e-06,7.530950053454921e-08,0.0,0.426
1142,,21,61,40,101,Zr,,-73160.987,8.332,8485.8439,0.0825,B-,5730.5011,9.1366,100,921458.454,8.944,100.921458454,8.944000000000001e-06,8.862337244240952e-08,0.0,2.3
1143,,19,60,41,101,Nb,x,-78891.488,3.749,8534.8355,0.0371,B-,4628.4637,3.7378,100,915306.508,4.024,100.915306508,4.024e-06,3.987502133465749e-08,0.0,7.1
1144,,17,59,42,101,Mo,-n,-83519.952,0.308,8572.9159,0.0031,B-,2824.6411,24.0018,100,910337.648,0.331,100.910337648,3.31e-07,3.280139653824261e-09,0.0,876.6
1145,,15,58,43,101,Tc,+,-86344.593,24.004,8593.1366,0.2377,B-,1613.52,24.0,100,907305.271,25.768,100.907305271,2.5767999999999998e-05,2.553630773391144e-07,0.0,853.2
1146,,13,57,44,101,Ru,,-87958.113,0.413,8601.366,0.0041,B-,-545.6846,5.8518,100,905573.086,0.443,100.905573086,4.43e-07,4.390243139716763e-09,17.06,inf
1147,,11,56,45,101,Rh,,-87412.428,5.841,8588.2172,0.0578,B-,-1980.2833,3.9027,100,906158.903,6.27,100.906158903,6.269999999999999e-06,6.213694058087458e-08,0.0,104137855.8
1148,,9,55,46,101,Pd,,-85432.145,4.588,8560.8644,0.0454,B-,-4097.7606,6.6679,100,908284.824,4.925,100.908284824,4.9249999999999994e-06,4.8806696185451747e-08,0.0,30492.0
1149,,7,54,47,101,Ag,x,-81334.384,4.838,8512.5465,0.0479,B-,-5497.9186,5.0625,100,912683.951,5.193,100.912683951,5.192999999999999e-06,5.146032982852339e-08,0.0,666.0
1150,,5,53,48,101,Cd,x,-75836.466,1.49,8450.3657,0.0148,B-,-7291.5642,11.7569,100,918586.209,1.6,100.918586209,1.6e-06,1.5854363998782524e-08,0.0,81.6
1151,,3,52,49,101,In,x,-68544.901,11.662,8370.426,0.1155,B-,-8239.277,300.2313,100,926414.025,12.519,100.926414025,1.2519e-05,1.2404086800209685e-07,0.0,15.1
1152,,1,51,50,101,Sn,ep,-60305.624,300.005,8281.103,2.9703,B-,,,100,935259.252,322.068,100.935259252,0.00032206799999999995,3.1908373980187532e-06,0.0,1.97
1153,0,28,65,37,102,Rb,x,-37252.312,82.903,8152.7443,0.8128,B-,14906.9991,106.6347,101,960008.0,89.0,101.960008,8.9e-05,8.72891261444389e-07,0.0,0.037
1154,,26,64,38,102,Sr,x,-52159.311,67.068,8291.2213,0.6575,B-,9013.3301,67.1916,101,944004.679,72.0,101.944004679,7.2e-05,7.062700766632887e-07,0.0,0.069
1155,,24,63,39,102,Y,x,-61172.641,4.081,8371.9172,0.04,B-,10408.7856,9.6618,101,934328.471,4.381,101.934328471,4.381e-06,4.297865170364448e-08,0.0,0.298
1156,,22,62,40,102,Zr,,-71581.427,8.758,8466.294,0.0859,B-,4716.838,9.053,101,923154.181,9.401,101.923154181,9.400999999999999e-06,9.223615649987887e-08,0.0,2.9
1157,,20,61,41,102,Nb,,-76298.265,2.511,8504.8675,0.0246,B-,7262.6008,8.675,101,918090.447,2.695,101.918090447,2.6949999999999996e-06,2.644280311944687e-08,0.0,4.3
1158,,18,60,42,102,Mo,,-83560.866,8.305,8568.3994,0.0814,B-,1012.0557,12.3682,101,910293.725,8.916,101.910293725,8.916e-06,8.748870868785242e-08,0.0,678.0
