Z	species	charge_state	el_name	isoelectric	ground_shells	groud_level	ionized_level	ie	ie_err	reference
49	InXII	11	Indium	Sr	Kr4d2	3F2	4d2D3/2	226.0	2.5	L8672c99
49	InXIII	12	Indium	Rb	Kr4d	2D3/2	4p61S0	249	3	L8672c99
49	InXIV	13	Indium	Kr	Ar3d104s24p6	1S0	4p52P°3/2	341	3	L8672c99
49	InXV	14	Indium	Br	Ar3d104s24p5	2P°3/2	4p43P2	368	3	L8672c99
49	InXVI	15	Indium	Se	Ar3d104s24p4	3P2	4p34S°3/2	396	3	L8672c99
49	InXVII	16	Indium	As	Ar3d104s24p3	4S°3/2	4p23P0	425	3	L8672c99
49	InXVIII	17	Indium	Ge	Ar3d104s24p2	3P0	4p2P°1/2	462	3	L8672c99
49	InXIX	18	Indium	Ga	Ar3d104s24p	2P°1/2	4s21S0	497.1	0.3	L6833
49	InXX	19	Indium	Zn	Ar3d104s2	1S0	4s2S1/2	560	4	L8672c99
49	InXXI	20	Indium	Cu	Ar3d104s	2S1/2	3d101S0	593.38	0.20	L5953
49	InXXII	21	Indium	Ni	Ar3d10	1S0	3d92D5/2	1043	4	L8672c99
49	InXXIII	22	Indium	Co	Ar3d9	2D5/2	3d83F4	1109	4	L8672c99
49	InXXIV	23	Indium	Fe	Ar3d8	3F4	3d74F9/2	1181	4	L8672c99
49	InXXV	24	Indium	Mn	Ar3d7	4F9/2	3d65D4	1255	4	L8672c99
49	InXXVI	25	Indium	Cr	Ar3d6	5D4	3d56S5/2	1328	4	L8672c99
49	InXXVII	26	Indium	V	Ar3d5	6S5/2	3d45D0	1413	4	L8672c99
49	InXXVIII	27	Indium	Ti	Ar3d4	5D0	3d34F3/2	1496	4	L8672c99
49	InXXIX	28	Indium	Sc	Ar3d3	4F3/2	3d23F2	1575	4	L8672c99
49	InXXX	29	Indium	Ca	Ar3d2	3F2	3d2D3/2	1659	4	L8672c99
49	InXXXI	30	Indium	K	Ar3d	2D3/2	3p61S0	1738	4	L8672c99
49	InXXXII	31	Indium	Ar	Ne3s23p6	1S0	3p52P°3/2	1961	5	L11770
49	InXXXIII	32	Indium	Cl	Ne3s23p5	2P°3/2	3p43P2	2028.5	2.1	L11770
49	InXXXIV	33	Indium	S	Ne3s23p4	3P2	3p34S°3/2	2111	3	L11770
49	InXXXV	34	Indium	P	Ne3s23p3	4S°3/2	3p23P0	2207	8	L11770
49	InXXXVI	35	Indium	Si	Ne3s23p2	3P0	3p2P°1/2	2317	5	L11770
49	InXXXVII	36	Indium	Al	Ne3s23p	2P°1/2	3s21S0	2373	11	L11770
49	InXXXVIII	37	Indium	Mg	Ne3s2	1S0	3s2S1/2	2555	3	L11770
49	InXXXIX	38	Indium	Na	Ne3s	2S1/2	2p61S0	2628.77	0.08	L11770
49	InXL	39	Indium	Ne	1s22s22p6	1S0	2p52P°3/2	6126	3	L11770
49	InXLI	40	Indium	F	1s22s22p5	2P°3/2	2p43P2	6331	10	L11770
49	InXLII	41	Indium	O	1s22s22p4	3P2	2p21/22p3/20,3/2°3/2	6554	13	L11770
49	InXLIII	42	Indium	N	1s22s22p3	0,3/2°3/2	2p23P0	6770	50	L11770
49	InXLIV	43	Indium	C	1s22s22p2	3P0	2p2P°1/2	7196	8	L11770
49	InXLV	44	Indium	B	1s22s22p	2P°1/2	2s21S0	7442	6	L11770
49	InXLVI	45	Indium	Be	1s22s2	1S0	2s2S1/2	7754	7	L11770
49	InXLVII	46	Indium	Li	1s22s	2S1/2	1s21S0	7953.14	0.03	L16264c99
49	InXLVIII	47	Indium	He	1s2	1S0	1s2S1/2	32837.592	0.010	L12128
49	InXLIX	48	Indium	H	1s	2S1/2		33750.31	0.04	L7188
50	SnI	0	Tin	Sn	Cd5p2	3P0	5s25p2P°1/2	7.343918	0.000012	L3936
50	SnII	1	Tin	In	Cd5p	2P°1/2	5s21S0	14.63307	0.00009	L18891
50	SnIII	2	Tin	Cd	Kr4d105s2	1S0	5s2S1/2	30.506	0.003	L18161
50	SnIV	3	Tin	Ag	Kr4d105s	2S1/2	4d101S0	40.74	0.04	L3466c99
50	SnV	4	Tin	Pd	Kr4d10	1S0	4d92D5/2	77.03	0.04	L11384
50	SnVI	5	Tin	Rh	Kr4d9	2D5/2	4d83F4	94.0	2.0	L8672c99
50	SnVII	6	Tin	Ru	Kr4d8	3F4	4d74F9/2	112.9	2.0	L8672c99
50	SnVIII	7	Tin	Tc	Kr4d7	4F9/2	4d65D4	135.0	2.1	L8672c99
50	SnIX	8	Tin	Mo	Kr4d6	5D4	4d56S5/2	156.0	2.2	L8672c99
50	SnX	9	Tin	Nb	Kr4d5	6S5/2	4d45D0	184.0	2.2	L8672c99
50	SnXI	10	Tin	Zr	Kr4d4	5D0	4d34F3/2	208.0	2.4	L8672c99
50	SnXII	11	Tin	Y	Kr4d3	4F3/2	4d23F2	232.0	2.5	L8672c99
50	SnXIII	12	Tin	Sr	Kr4d2	3F2	4d2D3/2	258	3	L8672c99
50	SnXIV	13	Tin	Rb	Kr4d	2D3/2	4p61S0	282	3	L8672c99
50	SnXV	14	Tin	Kr	Ar3d104s24p6	1S0	4p52P°3/2	379	3	L8672c99
50	SnXVI	15	Tin	Br	Ar3d104s24p5	2P°3/2	4p43P2	407	3	L8672c99
50	SnXVII	16	Tin	Se	Ar3d104s24p4	3P2	4p34S°3/2	437	3	L8672c99
50	SnXVIII	17	Tin	As	Ar3d104s24p3	4S°3/2	4p23P0	466	3	L8672c99
50	SnXIX	18	Tin	Ge	Ar3d104s24p2	3P0	4p2P°1/2	506	3	L8672c99
50	SnXX	19	Tin	Ga	Ar3d104s24p	2P°1/2	4s21S0	537	4	L8672c99
50	SnXXI	20	Tin	Zn	Ar3d104s2	1S0	4s2S1/2	608	4	L8672c99
50	SnXXII	21	Tin	Cu	Ar3d104s	2S1/2	3d101S0	642.35	0.22	L5953
50	SnXXIII	22	Tin	Ni	Ar3d10	1S0	3d92D5/2	1127	4	L8672c99
50	SnXXIV	23	Tin	Co	Ar3d9	2D5/2	3d83F4	1195	4	L8672c99
50	SnXXV	24	Tin	Fe	Ar3d8	3F4	3d74F9/2	1269	4	L8672c99
50	SnXXVI	25	Tin	Mn	Ar3d7	4F9/2	3d65D4	1347	4	L8672c99
50	SnXXVII	26	Tin	Cr	Ar3d6	5D4	3d56S5/2	1421	4	L8672c99
50	SnXXVIII	27	Tin	V	Ar3d5	6S5/2	3d45D0	1508	4	L8672c99
50	SnXXIX	28	Tin	Ti	Ar3d4	5D0	3d34F3/2	1596	4	L8672c99
50	SnXXX	29	Tin	Sc	Ar3d3	4F3/2	3d23F2	1676	4	L8672c99
50	SnXXXI	30	Tin	Ca	Ar3d2	3F2	3d2D3/2	1763	4	L8672c99
50	SnXXXII	31	Tin	K	Ar3d	2D3/2	3p61S0	1844	4	L8672c99
50	SnXXXIII	32	Tin	Ar	Ne3s23p6	1S0	3p52P°3/2	2074	6	L11770
50	SnXXXIV	33	Tin	Cl	Ne3s23p5	2P°3/2	3p43P2	2142.1	2.1	L11770
50	SnXXXV	34	Tin	S	Ne3s23p4	3P2	3p34S°3/2	2227	3	L11770
50	SnXXXVI	35	Tin	P	Ne3s23p3	4S°3/2	3p23P0	2326	9	L11770
50	SnXXXVII	36	Tin	Si	Ne3s23p2	3P0	3p2P°1/2	2443	5	L11770
50	SnXXXVIII	37	Tin	Al	Ne3s23p	2P°1/2	3s21S0	2499	11	L11770
50	SnXXXIX	38	Tin	Mg	Ne3s2	1S0	3s2S1/2	2687	4	L11770
50	SnXL	39	Tin	Na	Ne3s	2S1/2	2p61S0	2762.49	0.08	L11770
50	SnXLI	40	Tin	Ne	1s22s22p6	1S0	2p52P°3/2	6421	3	L11770
50	SnXLII	41	Tin	F	1s22s22p5	2P°3/2	2p43P2	6631	10	L11770
50	SnXLIII	42	Tin	O	1s22s22p4	3P2	2p21/22p3/20,3/2°3/2	6859	13	L11770
50	SnXLIV	43	Tin	N	1s22s22p3	0,3/2°3/2	2p23P0	7080	50	L11770
50	SnXLV	44	Tin	C	1s22s22p2	3P0	2p2P°1/2	7531	8	L11770
50	SnXLVI	45	Tin	B	1s22s22p	2P°1/2	2s21S0	7790	4	L8672c99
50	SnXLVII	46	Tin	Be	1s22s2	1S0	2s2S1/2	8103	7	L11770
50	SnXLVIII	47	Tin	Li	1s22s	2S1/2	1s21S0	8306.95	0.04	L16264c99
50	SnXLIX	48	Tin	He	1s2	1S0	1s2S1/2	34257.143	0.010	L12128
50	SnL	49	Tin	H	1s	2S1/2		35192.39	0.04	L7188
51	SbI	0	Antimony	Sb	Cd5p3	4S°3/2	5s25p23P0	8.608389	0.000012	L8844,L6684
51	SbII	1	Antimony	Sn	Cd5p2	3P0	5s25p2P1/2	16.626	0.025	L16370,L8844
51	SbIII	2	Antimony	In	Cd5p	2P°1/2	5s21S0	25.3235		L3466,L16241
51	SbIV	3	Antimony	Cd	Kr4d105s2	1S0	5s2S1/2	43.804	0.025	L11767
51	SbV	4	Antimony	Ag	Kr4d105s	2S1/2	4d101S0	55.00	0.10	L5984
51	SbVI	5	Antimony	Pd	Kr4d10	1S0	4d92D5/2	99.51	0.05	L11384
51	SbVII	6	Antimony	Rh	Kr4d9	2D5/2	4d83F4	117.0	2.0	L8672c99
51	SbVIII	7	Antimony	Ru	Kr4d8	3F4	4d74F9/2	139.0	2.1	L8672c99
51	SbIX	8	Antimony	Tc	Kr4d7	4F9/2	4d65D4	162.0	2.2	L8672c99
51	SbX	9	Antimony	Mo	Kr4d6	5D4	4d56S5/2	185.0	2.2	L8672c99
51	SbXI	10	Antimony	Nb	Kr4d5	6S5/2	4d45D0	214.0	2.4	L8672c99
51	SbXII	11	Antimony	Zr	Kr4d4	5D0	4d34F3/2	238.0	2.5	L8672c99
51	SbXIII	12	Antimony	Y	Kr4d3	4F3/2	4d23F2	265	3	L8672c99
51	SbXIV	13	Antimony	Sr	Kr4d2	3F2	4d2D3/2	292	3	L8672c99
51	SbXV	14	Antimony	Rb	Kr4d	2D3/2	4p61S0	317	3	L8672c99
51	SbXVI	15	Antimony	Kr	Ar3d104s24p6	1S0	4p52P°3/2	420	3	L8672c99
51	SbXVII	16	Antimony	Br	Ar3d104s24p5	2P°3/2	4p43P2	447	3	L8672c99
51	SbXVIII	17	Antimony	Se	Ar3d104s24p4	3P2	4p34S°3/2	479	3	L8672c99
51	SbXIX	18	Antimony	As	Ar3d104s24p3	4S°3/2	4p23P0	510	3	L8672c99
51	SbXX	19	Antimony	Ge	Ar3d104s24p2	3P0	4p2P°1/2	552	4	L8672c99
51	SbXXI	20	Antimony	Ga	Ar3d104s24p	2P°1/2	4s21S0	584	4	L8672c99
51	SbXXII	21	Antimony	Zn	Ar3d104s2	1S0	4s2S1/2	657	4	L8672c99
51	SbXXIII	22	Antimony	Cu	Ar3d104s	2S1/2	3d101S0	693.26	0.24	L10922
51	SbXXIV	23	Antimony	Ni	Ar3d10	1S0	3d92D5/2	1214	4	L8672c99
51	SbXXV	24	Antimony	Co	Ar3d9	2D5/2	3d83F4	1285	4	L8672c99
51	SbXXVI	25	Antimony	Fe	Ar3d8	3F4	3d74F9/2	1360	4	L8672c99
51	SbXXVII	26	Antimony	Mn	Ar3d7	4F9/2	3d65D4	1441	4	L8672c99
51	SbXXVIII	27	Antimony	Cr	Ar3d6	5D4	3d56S5/2	1518	4	L8672c99
51	SbXXIX	28	Antimony	V	Ar3d5	6S5/2	3d45D0	1606	4	L8672c99
51	SbXXX	29	Antimony	Ti	Ar3d4	5D0	3d34F3/2	1698	4	L8672c99
51	SbXXXI	30	Antimony	Sc	Ar3d3	4F3/2	3d23F2	1781	4	L8672c99
51	SbXXXII	31	Antimony	Ca	Ar3d2	3F2	3d2D3/2	1869	4	L8672c99
51	SbXXXIII	32	Antimony	K	Ar3d	2D3/2	3p61S0	1954	4	L8672c99
51	SbXXXIV	33	Antimony	Ar	Ne3s23p6	1S0	3p52P°3/2	2190	5	L8672c99
51	SbXXXV	34	Antimony	Cl	Ne3s23p5	2P°3/2	3p43P2	2266	5	L8672c99
51	SbXXXVI	35	Antimony	S	Ne3s23p4	3P2	3p34S°3/2	2349	5	L8672c99
51	SbXXXVII	36	Antimony	P	Ne3s23p3	4S°3/2	3p23P0	2428	5	L8672c99
51	SbXXXVIII	37	Antimony	Si	Ne3s23p2	3P0	3p2P°1/2	2567	4	L8672c99
51	SbXXXIX	38	Antimony	Al	Ne3s23p	2P°1/2	3s21S0	2654	4	L8672c99
51	SbXL	39	Antimony	Mg	Ne3s2	1S0	3s2S1/2	2815	4	L8672c99
51	SbXLI	40	Antimony	Na	Ne3s	2S1/2	2p61S0	2900.0	0.5	L10264c99
51	SbXLII	41	Antimony	Ne	1s22s22p6	1S0	2p52P°3/2	6714	4	L8672c99
51	SbXLIII	42	Antimony	F	1s22s22p5	2P°3/2	2p43P2	6929	4	L8672c99
51	SbXLIV	43	Antimony	O	1s22s22p4	3P2	2p21/22p3/20,3/2°3/2	7167	4	L8672c99
51	SbXLV	44	Antimony	N	1s22s22p3	0,3/2°3/2	2p23P0	7390	4	L8672c99
51	SbXLVI	45	Antimony	C	1s22s22p2	3P0	2p2P°1/2	7887	4	L8672c99
51	SbXLVII	46	Antimony	B	1s22s22p	2P°1/2	2s21S0	8140	4	L8672c99
51	SbXLVIII	47	Antimony	Be	1s22s2	1S0	2s2S1/2	8455	4	L8672c99
51	SbXLIX	48	Antimony	Li	1s22s	2S1/2	1s21S0	8669.48	0.04	L16264c99
51	SbL	49	Antimony	He	1s2	1S0	1s2S1/2	35710.028	0.011	L12128
51	SbLI	50	Antimony	H	1s	2S1/2		36668.05	0.06	L7188
52	TeI	0	Tellurium	Te	Cd5p4	3P2	5s25p34S°3/2	9.009808	0.000006	L21109
52	TeII	1	Tellurium	Sb	Cd5p3	4S°3/2	5s25p23P0	18.6	0.4	L3546
52	TeIII	2	Tellurium	Sn	Cd5p2	3P0	5s25p2P1/2	27.84	0.04	L17749
52	TeIV	3	Tellurium	In	Cd5p	2P°1/2	5s21S0	37.4155	0.0012	L16261
52	TeV	4	Tellurium	Cd	Kr4d105s2	1S0	5s2S1/2	59.3	0.9	L11821c99
52	TeVI	5	Tellurium	Ag	Kr4d105s	2S1/2	4d101S0	69.1	2.0	L8672c99
52	TeVII	6	Tellurium	Pd	Kr4d10	1S0	4d92D5/2	124.20	0.06	L11384
52	TeVIII	7	Tellurium	Rh	Kr4d9	2D5/2	4d83F4	143.0	2.1	L8672c99
52	TeIX	8	Tellurium	Ru	Kr4d8	3F4	4d74F9/2	167.0	2.2	L8672c99
52	TeX	9	Tellurium	Tc	Kr4d7	4F9/2	4d65D4	191.1	2.2	L8672c99
52	TeXI	10	Tellurium	Mo	Kr4d6	5D4	4d56S5/2	215.0	2.4	L8672c99
52	TeXII	11	Tellurium	Nb	Kr4d5	6S5/2	4d45D0	245.0	2.5	L8672c99
52	TeXIII	12	Tellurium	Zr	Kr4d4	5D0	4d34F3/2	272	3	L8672c99
52	TeXIV	13	Tellurium	Y	Kr4d3	4F3/2	4d23F2	299	3	L8672c99
52	TeXV	14	Tellurium	Sr	Kr4d2	3F2	4d2D3/2	328	3	L8672c99
52	TeXVI	15	Tellurium	Rb	Kr4d	2D3/2	4p61S0	354	3	L8672c99
52	TeXVII	16	Tellurium	Kr	Ar3d104s24p6	1S0	4p52P°3/2	461	3	L8672c99
52	TeXVIII	17	Tellurium	Br	Ar3d104s24p5	2P°3/2	4p43P2	491	3	L8672c99
52	TeXIX	18	Tellurium	Se	Ar3d104s24p4	3P2	4p34S°3/2	522	3	L8672c99
52	TeXX	19	Tellurium	As	Ar3d104s24p3	4S°3/2	4p23P0	555	4	L8672c99
52	TeXXI	20	Tellurium	Ge	Ar3d104s24p2	3P0	4p2P°1/2	599	4	L8672c99
52	TeXXII	21	Tellurium	Ga	Ar3d104s24p	2P°1/2	4s21S0	633	4	L8672c99
52	TeXXIII	22	Tellurium	Zn	Ar3d104s2	1S0	4s2S1/2	709	4	L8672c99
52	TeXXIV	23	Tellurium	Cu	Ar3d104s	2S1/2	3d101S0	746.12	0.25	L10922
52	TeXXV	24	Tellurium	Ni	Ar3d10	1S0	3d92D5/2	1304	4	L8672c99
52	TeXXVI	25	Tellurium	Co	Ar3d9	2D5/2	3d83F4	1377	4	L8672c99
52	TeXXVII	26	Tellurium	Fe	Ar3d8	3F4	3d74F9/2	1455	4	L8672c99
52	TeXXVIII	27	Tellurium	Mn	Ar3d7	4F9/2	3d65D4	1538	4	L8672c99
52	TeXXIX	28	Tellurium	Cr	Ar3d6	5D4	3d56S5/2	1618	4	L8672c99
52	TeXXX	29	Tellurium	V	Ar3d5	6S5/2	3d45D0	1707	4	L8672c99
52	TeXXXI	30	Tellurium	Ti	Ar3d4	5D0	3d34F3/2	1803	4	L8672c99
52	TeXXXII	31	Tellurium	Sc	Ar3d3	4F3/2	3d23F2	1889	4	L8672c99
52	TeXXXIII	32	Tellurium	Ca	Ar3d2	3F2	3d2D3/2	1979	4	L8672c99
52	TeXXXIV	33	Tellurium	K	Ar3d	2D3/2	3p61S0	2066	5	L8672c99
52	TeXXXV	34	Tellurium	Ar	Ne3s23p6	1S0	3p52P°3/2	2309	5	L8672c99
52	TeXXXVI	35	Tellurium	Cl	Ne3s23p5	2P°3/2	3p43P2	2386	5	L8672c99
52	TeXXXVII	36	Tellurium	S	Ne3s23p4	3P2	3p34S°3/2	2472	5	L8672c99
52	TeXXXVIII	37	Tellurium	P	Ne3s23p3	4S°3/2	3p23P0	2552	4	L8672c99
52	TeXXXIX	38	Tellurium	Si	Ne3s23p2	3P0	3p2P°1/2	2700	4	L8672c99
52	TeXL	39	Tellurium	Al	Ne3s23p	2P°1/2	3s21S0	2788	4	L8672c99
52	TeXLI	40	Tellurium	Mg	Ne3s2	1S0	3s2S1/2	2954	4	L8672c99
52	TeXLII	41	Tellurium	Na	Ne3s	2S1/2	2p61S0	3041.0	0.5	L10264c99
52	TeXLIII	42	Tellurium	Ne	1s22s22p6	1S0	2p52P°3/2	7022	4	L8672c99
52	TeXLIV	43	Tellurium	F	1s22s22p5	2P°3/2	2p43P2	7243	4	L8672c99
52	TeXLV	44	Tellurium	O	1s22s22p4	3P2	2p21/22p3/20,3/2°3/2	7485	4	L8672c99
52	TeXLVI	45	Tellurium	N	1s22s22p3	0,3/2°3/2	2p23P0	7714	4	L8672c99
52	TeXLVII	46	Tellurium	C	1s22s22p2	3P0	2p2P°1/2	8240	4	L8672c99
52	TeXLVIII	47	Tellurium	B	1s22s22p	2P°1/2	2s21S0	8499	4	L8672c99
52	TeXLIX	48	Tellurium	Be	1s22s2	1S0	2s2S1/2	8821	4	L8672c99
52	TeL	49	Tellurium	Li	1s22s	2S1/2	1s21S0	9040.83	0.04	L16264c99
52	TeLI	50	Tellurium	He	1s2	1S0	1s2S1/2	37196.522	0.012	L12128
52	TeLII	51	Tellurium	H	1s	2S1/2		38177.56	0.06	L7188
53	II	0	Iodine	I	Cd5p5	2P°3/2	5s25p43P2	10.451260	0.000025	L13998
53	III	1	Iodine	Te	Cd5p4	3P2	5s25p34S3/2	19.13126	0.00012	L7360
53	IIII	2	Iodine	Sb	Cd5p3	4S°3/2	5s25p23P0	29.570	0.025	L11993
53	IIV	3	Iodine	Sn	Cd5p2	3P0	5s25p2P1/2	40.357	0.025	L11994
53	IV	4	Iodine	In	Cd5p	2P°1/2	5s21S0	51.52	0.04	L10105
53	IVI	5	Iodine	Cd	Kr4d105s2	1S0	5s2S1/2	74.4	0.4	L10105
53	IVII	6	Iodine	Ag	Kr4d105s	2S1/2	4d101S0	87.61	0.06	L5438
53	IVIII	7	Iodine	Pd	Kr4d10	1S0	4d92D5/2	150.81	0.10	L11384
53	IIX	8	Iodine	Rh	Kr4d9	2D5/2	4d83F4	171.0	2.2	L8672c99
53	IX	9	Iodine	Ru	Kr4d8	3F4	4d74F9/2	197.0	2.2	L8672c99
53	IXI	10	Iodine	Tc	Kr4d7	4F9/2	4d65D4	220.9	2.4	L8672c99
53	IXII	11	Iodine	Mo	Kr4d6	5D4	4d56S5/2	247.0	2.5	L8672c99
53	IXIII	12	Iodine	Nb	Kr4d5	6S5/2	4d45D0	279	3	L8672c99
53	IXIV	13	Iodine	Zr	Kr4d4	5D0	4d34F3/2	307	3	L8672c99
53	IXV	14	Iodine	Y	Kr4d3	4F3/2	4d23F2	335	3	L8672c99
53	IXVI	15	Iodine	Sr	Kr4d2	3F2	4d2D3/2	365	3	L8672c99
53	IXVII	16	Iodine	Rb	Kr4d	2D3/2	4p61S0	393	3	L8672c99
53	IXVIII	17	Iodine	Kr	Ar3d104s24p6	1S0	4p52P°3/2	505	3	L8672c99
53	IXIX	18	Iodine	Br	Ar3d104s24p5	2P°3/2	4p43P2	535	3	L8672c99
53	IXX	19	Iodine	Se	Ar3d104s24p4	3P2	4p34S°3/2	569	4	L8672c99
53	IXXI	20	Iodine	As	Ar3d104s24p3	4S°3/2	4p23P0	601	4	L8672c99
53	IXXII	21	Iodine	Ge	Ar3d104s24p2	3P0	4p2P°1/2	649	4	L8672c99
53	IXXIII	22	Iodine	Ga	Ar3d104s24p	2P°1/2	4s21S0	683	4	L8672c99
53	IXXIV	23	Iodine	Zn	Ar3d104s2	1S0	4s2S1/2	762	4	L8672c99
53	IXXV	24	Iodine	Cu	Ar3d104s	2S1/2	3d101S0	800.8	0.4	L10278
53	IXXVI	25	Iodine	Ni	Ar3d10	1S0	3d92D5/2	1397	4	L8672c99
53	IXXVII	26	Iodine	Co	Ar3d9	2D5/2	3d83F4	1472	4	L8672c99
53	IXXVIII	27	Iodine	Fe	Ar3d8	3F4	3d74F9/2	1553	4	L8672c99
53	IXXIX	28	Iodine	Mn	Ar3d7	4F9/2	3d65D4	1639	4	L8672c99
53	IXXX	29	Iodine	Cr	Ar3d6	5D4	3d56S5/2	1720	4	L8672c99
53	IXXXI	30	Iodine	V	Ar3d5	6S5/2	3d45D0	1812	4	L8672c99
53	IXXXII	31	Iodine	Ti	Ar3d4	5D0	3d34F3/2	1911	4	L8672c99
53	IXXXIII	32	Iodine	Sc	Ar3d3	4F3/2	3d23F2	1999	4	L8672c99
53	IXXXIV	33	Iodine	Ca	Ar3d2	3F2	3d2D3/2	2093	5	L8672c99
53	IXXXV	34	Iodine	K	Ar3d	2D3/2	3p61S0	2181	5	L8672c99
53	IXXXVI	35	Iodine	Ar	Ne3s23p6	1S0	3p52P°3/2	2431	5	L8672c99
53	IXXXVII	36	Iodine	Cl	Ne3s23p5	2P°3/2	3p43P2	2510	5	L8672c99
53	IXXXVIII	37	Iodine	S	Ne3s23p4	3P2	3p34S°3/2	2598	4	L8672c99
53	IXXXIX	38	Iodine	P	Ne3s23p3	4S°3/2	3p23P0	2680	4	L8672c99
53	IXL	39	Iodine	Si	Ne3s23p2	3P0	3p2P°1/2	2836	4	L8672c99
53	IXLI	40	Iodine	Al	Ne3s23p	2P°1/2	3s21S0	2926	4	L8672c99
53	IXLII	41	Iodine	Mg	Ne3s2	1S0	3s2S1/2	3096	4	L8672c99
53	IXLIII	42	Iodine	Na	Ne3s	2S1/2	2p61S0	3185.5	0.5	L10264c99
53	IXLIV	43	Iodine	Ne	1s22s22p6	1S0	2p52P°3/2	7337	4	L8672c99
53	IXLV	44	Iodine	F	1s22s22p5	2P°3/2	2p43P2	7563	4	L8672c99
53	IXLVI	45	Iodine	O	1s22s22p4	3P2	2p21/22p3/20,3/2°3/2	7811	4	L8672c99
53	IXLVII	46	Iodine	N	1s22s22p3	0,3/2°3/2	2p23P0	8044	4	L8672c99
53	IXLVIII	47	Iodine	C	1s22s22p2	3P0	2p2P°1/2	8601	4	L8672c99
53	IXLIX	48	Iodine	B	1s22s22p	2P°1/2	2s21S0	8867	4	L8672c99
53	IL	49	Iodine	Be	1s22s2	1S0	2s2S1/2	9196	4	L8672c99
53	ILI	50	Iodine	Li	1s22s	2S1/2	1s21S0	9421.10	0.04	L16264c99
53	ILII	51	Iodine	He	1s2	1S0	1s2S1/2	38716.996	0.014	L12128
53	ILIII	52	Iodine	H	1s	2S1/2		39721.41	0.05	L7188
54	XeI	0	Xenon	Xe	Cd5p6	1S0	5s25p52P°3/2	12.1298437	0.0000015	L12013,L9794,L6426
54	XeII	1	Xenon	I	Cd5p5	2P°3/2	5s25p43P2	20.975	0.004	L6925
54	XeIII	2	Xenon	Te	Cd5p4	3P2	5s25p34S3/2	31.05	0.04	L4660,L10579
54	XeIV	3	Xenon	Sb	Cd5p3	4S°3/2	5s25p23P0	42.20	0.20	L8774
54	XeV	4	Xenon	Sn	Cd5p2	3P0	5s25p2P1/2	54.1	0.5	L11121
54	XeVI	5	Xenon	In	Cd5p	2P°1/2	5s21S0	66.703	0.007	L11642
54	XeVII	6	Xenon	Cd	Kr4d105s2	1S0	5s2S1/2	91.6	0.5	L6980
54	XeVIII	7	Xenon	Ag	Kr4d105s	2S1/2	4d101S0	105.9778	0.0025	L9065
54	XeIX	8	Xenon	Pd	Kr4d10	1S0	4d92D5/2	179.84	0.12	L11883
54	XeX	9	Xenon	Rh	Kr4d9	2D5/2	4d83F4	202.0	2.2	L8672c99
54	XeXI	10	Xenon	Ru	Kr4d8	3F4	4d74F9/2	229.02	0.20	L12003
54	XeXII	11	Xenon	Tc	Kr4d7	4F9/2	4d65D4	255.0	2.5	L8672c99
54	XeXIII	12	Xenon	Mo	Kr4d6	5D4	4d56S5/2	281	3	L8672c99
54	XeXIV	13	Xenon	Nb	Kr4d5	6S5/2	4d45D0	314	3	L8672c99
54	XeXV	14	Xenon	Zr	Kr4d4	5D0	4d34F3/2	343	3	L8672c99
54	XeXVI	15	Xenon	Y	Kr4d3	4F3/2	4d23F2	374	3	L8672c99
54	XeXVII	16	Xenon	Sr	Kr4d2	3F2	4d2D3/2	404	3	L8672c99
54	XeXVIII	17	Xenon	Rb	Kr4d	2D3/2	4p61S0	434	3	L8672c99
54	XeXIX	18	Xenon	Kr	Ar3d104s24p6	1S0	4p52P°3/2	549	3	L8672c99
54	XeXX	19	Xenon	Br	Ar3d104s24p5	2P°3/2	4p43P2	582	4	L8672c99
54	XeXXI	20	Xenon	Se	Ar3d104s24p4	3P2	4p34S°3/2	616	4	L8672c99
54	XeXXII	21	Xenon	As	Ar3d104s24p3	4S°3/2	4p23P0	650	4	L8672c99
54	XeXXIII	22	Xenon	Ge	Ar3d104s24p2	3P0	4p2P°1/2	700	4	L8672c99
54	XeXXIV	23	Xenon	Ga	Ar3d104s24p	2P°1/2	4s21S0	736	4	L8672c99
54	XeXXV	24	Xenon	Zn	Ar3d104s2	1S0	4s2S1/2	818	4	L8672c99
54	XeXXVI	25	Xenon	Cu	Ar3d104s	2S1/2	3d101S0	857.0	0.4	L10107
54	XeXXVII	26	Xenon	Ni	Ar3d10	1S0	3d92D5/2	1493	4	L8672c99
54	XeXXVIII	27	Xenon	Co	Ar3d9	2D5/2	3d83F4	1571	4	L8672c99
54	XeXXIX	28	Xenon	Fe	Ar3d8	0,44	3d74F9/2	1653	4	L8672c99
54	XeXXX	29	Xenon	Mn	Ar3d7	4F9/2	3d65D4	1742	4	L8672c99
54	XeXXXI	30	Xenon	Cr	Ar3d6	5D4	3d56S5/2	1826	4	L8672c99
54	XeXXXII	31	Xenon	V	Ar3d5	6S5/2	3d45D0	1919	4	L8672c99
54	XeXXXIII	32	Xenon	Ti	Ar3d4	5D0	3d34F3/2	2023	4	L8672c99
54	XeXXXIV	33	Xenon	Sc	Ar3d3	4F3/2	3d23F2	2113	5	L8672c99
54	XeXXXV	34	Xenon	Ca	Ar3d2	3F2	3d2D3/2	2209	5	L8672c99
54	XeXXXVI	35	Xenon	K	Ar3d	2D3/2	3p61S0	2300	5	L8672c99
