Z	species	charge_state	el_name	isoelectric	ground_shells	groud_level	ionized_level	ie	ie_err	reference
94	PuIX	8	Plutonium	Rn	Hg5f36p3		5f36p2°	124	6	L582
94	PuX	9	Plutonium	At	Hg5f36p2	°	5f26p2	139	7	L582
94	PuXI	10	Plutonium	Po	Hg5f26p2		5f6p2°	159	8	L582
94	PuXII	11	Plutonium	Bi	Hg5f6p2	°	6p23P0	179	9	L582
94	PuXIII	12	Plutonium	Pb	Hg6p2	3P0	6p2P°1/2	200	3	L8672c99
94	PuXIV	13	Plutonium	Tl	Hg6p	2P°1/2	6s21S0	219	3	L8672c99
94	PuXV	14	Plutonium	Hg	Xe4f145d106s2	1S0	6s2S1/2	258	3	L8672c99
94	PuXVI	15	Plutonium	Au	Xe4f145d106s	2S1/2	5d101S0	278	3	L8672c99
94	PuXVII	16	Plutonium	Pt	Xe4f145d10	1S0	5d92D5/2	389	3	L8672c99
94	PuXVIII	17	Plutonium	Ir	Xe4f145d9	2D5/2	5d83F4	416	3	L8672c99
94	PuXIX	18	Plutonium	Os	Xe4f145d8	3F4	5d74F9/2	444	3	L8672c99
94	PuXX	19	Plutonium	Re	Xe4f145d7	4F9/2	5d65D4	474	4	L8672c99
94	PuXXI	20	Plutonium	W	Xe4f145d6	5D4	5d56S5/2	503	4	L8672c99
94	PuXXII	21	Plutonium	Ta	Xe4f145d5	6S5/2	5d45D0	532	4	L8672c99
94	PuXXIII	22	Plutonium	Hf	Xe4f145d4	5D0	5d34F3/2	575	4	L8672c99
94	PuXXIV	23	Plutonium	Lu	Xe4f145d3	4F3/2	5d23F2	605	4	L8672c99
94	PuXXV	24	Plutonium	Yb	Xe4f145d2	3F2	5d2D3/2	637	4	L8672c99
94	PuXXVI	25	Plutonium	Tm	Xe4f145d	2D3/2	4f141S0	668	4	L8672c99
94	PuXXVII	26	Plutonium	Er	Xe4f14	1S0	4f145p52P°3/2	820	40	L582
94	PuXXVIII	27	Plutonium	Ho	Cd4f145p5	2P°3/2	4f145p43P2	850	40	L582
94	PuXXIX	28	Plutonium	Dy	Cd4f145p4	3P2	4f145p32P°3/2	890	40	L582
94	PuXXX	29	Plutonium	Tb	Cd4f145p3	2P°3/2	4f145p23P0	930	50	L582
94	PuXXXI	30	Plutonium	Gd	Cd4f145p2	3P0	4f145p2P°1/2	1030	50	L582
94	PuXXXII	31	Plutonium	Eu	Cd4f145p	2P°1/2	4f141S0	1070	50	L582
94	PuXXXIII	32	Plutonium	Sm	Cd4f14	1S0	4f145s2S1/2	1180	60	L582
94	PuXXXIV	33	Plutonium	Pm	Kr4d104f145s	2S1/2	4f141S0	1220	60	L582
94	PuXXXV	34	Plutonium	Nd	Kr4d104f14	1S0	4f132F°7/2	1340	70	L582
94	PuXXXVI	35	Plutonium	Pr	Kr4d104f13	2F°7/2	4f12	1420	70	L582
94	PuXXXVII	36	Plutonium	Ce	Kr4d104f12		4f114I°15/2	1500	70	L582
94	PuXXXVIII	37	Plutonium	La	Kr4d104f11	4I°15/2	4f105I8	1580	70	L582
94	PuXXXIX	38	Plutonium	Ba	Kr4d104f10	5I8	4f96H°15/2	1660	80	L582
94	PuXL	39	Plutonium	Cs	Kr4d104f9	6H°15/2	4f87F6	1740	90	L582
94	PuXLI	40	Plutonium	Xe	Kr4d104f8	7F6	4f78S°7/2	1820	90	L582
94	PuXLII	41	Plutonium	I	Kr4d104f7	8S°7/2	4f67F0	1890	90	L582
94	PuXLIII	42	Plutonium	Te	Kr4d104f6	7F0	4f56H°5/2	1990	100	L582
94	PuXLIV	43	Plutonium	Sb	Kr4d104f5	6H°5/2	4f45I4	2070	100	L582
94	PuXLV	44	Plutonium	Sn	Kr4d104f4	5I4	4f34I°9/2	2150	110	L582
94	PuXLVI	45	Plutonium	In	Kr4d104f3	4I°9/2	4f23H4	2230	110	L582
94	PuXLVII	46	Plutonium	Cd	Kr4d104f2	3H4	4f2F°5/2	2310	110	L582
94	PuXLVIII	47	Plutonium	Ag	Kr4d104f	2F°5/2	4d101S0	2390	120	L582
94	PuXLIX	48	Plutonium	Pd	Kr4d10	1S0	4d92D5/2	2774	4	L8672c99
94	PuL	49	Plutonium	Rh	Kr4d9	2D5/2	4d83F4	2844	4	L8672c99
94	PuLI	50	Plutonium	Ru	Kr4d8	3F4	4d74F9/2	2918	4	L8672c99
94	PuLII	51	Plutonium	Tc	Kr4d7	4F9/2	4d65D4	2997	4	L8672c99
94	PuLIII	52	Plutonium	Mo	Kr4d6	5D4	4d55/2	3072	4	L8672c99
94	PuLIV	53	Plutonium	Nb	Kr4d5	5/2	4d45D0	3146	5	L8672c99
94	PuLV	54	Plutonium	Zr	Kr4d4	5D0	4d34F3/2	3290	5	L8672c99
94	PuLVI	55	Plutonium	Y	Kr4d3	4F3/2	4d23F2	3366	5	L8672c99
94	PuLVII	56	Plutonium	Sr	Kr4d2	3F2	4d2D3/2	3449	5	L8672c99
94	PuLVIII	57	Plutonium	Rb	Kr4d	2D3/2	4p61S0	3527	6	L8672c99
94	PuLIX	58	Plutonium	Kr	Ar3d104s24p6	1S0	4p52P°3/2	3836	6	L8672c99
94	PuLX	59	Plutonium	Br	Ar3d104s24p5	2P°3/2	4p43P2	3911	7	L8672c99
94	PuLXI	60	Plutonium	Se	Ar3d104s24p4	3P2	4p3°3/2	3993	10	L8672c99
94	PuLXII	61	Plutonium	As	Ar3d104s24p3	°3/2	4p23P0	4068	12	L8672c99
94	PuLXIII	62	Plutonium	Ge	Ar3d104s24p2	3P0	4p2P°1/2	4496	15	L8672c99
94	PuLXIV	63	Plutonium	Ga	Ar3d104s24p	2P°1/2	4s21S0	4585	19	L8672c99
94	PuLXV	64	Plutonium	Zn	Ar3d104s2	1S0	4s2S1/2	4807	24	L8672c99
94	PuLXVI	65	Plutonium	Cu	Ar3d104s	2S1/2	3d101S0	4890	30	L8672c99
94	PuLXVII	66	Plutonium	Ni	Ar3d10	1S0	3d92D5/2	7830	40	L8672c99
94	PuLXVIII	67	Plutonium	Co	Ar3d9	2D5/2	3d83F4	7990	40	L8672c99
94	PuLXIX	68	Plutonium	Fe	Ar3d8	3F4	3d74F9/2	8170	50	L8672c99
94	PuLXX	69	Plutonium	Mn	Ar3d7	4F9/2	3d64	8360	50	L8672c99
94	PuLXXI	70	Plutonium	Cr	Ar3d6	4	3d55/2	8540	60	L8672c99
94	PuLXXII	71	Plutonium	V	Ar3d5	5/2	3d45D0	8710	60	L8672c99
94	PuLXXIII	72	Plutonium	Ti	Ar3d4	5D0	3d34F3/2	9130	70	L8672c99
94	PuLXXIV	73	Plutonium	Sc	Ar3d3	4F3/2	3d23F2	9310	90	L8672c99
94	PuLXXV	74	Plutonium	Ca	Ar3d2	3F2	3d2D3/2	9520	90	L8672c99
94	PuLXXVI	75	Plutonium	K	Ar3d	2D3/2	3p61S0	9700	100	L8672c99
94	PuLXXVII	76	Plutonium	Ar	Ne3s23p6	1S0	3p52P°3/2	10230	110	L8672c99
94	PuLXXVIII	77	Plutonium	Cl	Ne3s23p5	2P°3/2	3p43P2	10390	120	L8672c99
94	PuLXXIX	78	Plutonium	S	Ne3s23p4	3P2	3p32P°3/2	10570	120	L8672c99
94	PuLXXX	79	Plutonium	P	Ne3s23p3	2P°3/2	3p23P0	10730	140	L8672c99
94	PuLXXXI	80	Plutonium	Si	Ne3s23p2	3P0	3p2P°1/2	12060	150	L8672c99
94	PuLXXXII	81	Plutonium	Al	Ne3s23p	2P°1/2	3s21S0	12260	160	L8672c99
94	PuLXXXIII	82	Plutonium	Mg	Ne3s2	1S0	3s2S1/2	12660	170	L8672c99
94	PuLXXXIV	83	Plutonium	Na	Ne3s	2S1/2	2p61S0	12840	190	L8672c99
94	PuLXXXV	84	Plutonium	Ne	1s22s22p6	1S0	2p52P°3/2	26480	200	L8672c99
94	PuLXXXVI	85	Plutonium	F	1s22s22p5	2P°3/2	2p43P2	26920	220	L8672c99
94	PuLXXXVII	86	Plutonium	O	1s22s22p4	3P2	2p21/22p3/20,3/2°3/2	27400	240	L8672c99
94	PuLXXXVIII	87	Plutonium	N	1s22s22p3	0,3/2°3/2	2p23P0	27840	250	L8672c99
94	PuLXXXIX	88	Plutonium	C	1s22s22p2	3P0	2p2P°1/2	32800	300	L8672c99
94	PuXC	89	Plutonium	B	1s22s22p	2P°1/2	2s21S0	33400	300	L8672c99
94	PuXCI	90	Plutonium	Be	1s22s2	1S0	2s2S1/2	34100	300	L8672c99
94	PuXCII	91	Plutonium	Li	1s22s	2S1/2	1s21S0	34625.8	0.7	L16264c99
94	PuXCIII	92	Plutonium	He	1s2	1S0	1s2S1/2	136299.2	1.1	L10054
94	PuXCIV	93	Plutonium	H	1s	2S1/2		138646	3	L7188
95	AmI	0	Americium	Am	Rn5f77s2	8S°7/2	5f77s9S°4	5.97381	0.00025	L15992
95	AmII	1	Americium	Pu	Rn5f77s	9S°4	5f78S°7/2	11.7	0.4	L13741c99
95	AmIII	2	Americium	Np	Rn5f7	8S°7/2	5f67F0	21.7	0.4	L13741c99
95	AmIV	3	Americium	U	Rn5f6	7F0	5f56H°5/2	36.8	0.4	L13741c99
95	AmV	4	Americium	Pa	Rn5f5	6H°5/2	5f45I4	50.0	1.9	L8672c99
95	AmVI	5	Americium	Th	Rn5f4	5I4	5f36p64I°9/2	67.9	2.0	L8672c99
95	AmVII	6	Americium	Ac	Rn5f3	4I°9/2	5f36p5	95	5	L582
95	AmVIII	7	Americium	Ra	Hg5f36p5		5f36p4°	110	6	L582
95	AmIX	8	Americium	Fr	Hg5f36p4	°	5f36p3	125	6	L582
95	AmX	9	Americium	Rn	Hg5f36p3		5f36p2°	141	7	L582
95	AmXI	10	Americium	At	Hg5f36p2	°	5f26p2	163	8	L582
95	AmXII	11	Americium	Po	Hg5f26p2		5f6p2°	184	9	L582
95	AmXIII	12	Americium	Bi	Hg5f6p2	°	6p23P0	206	10	L582
95	AmXIV	13	Americium	Pb	Hg6p2	3P0	6p2P°1/2	225	3	L8672c99
95	AmXV	14	Americium	Tl	Hg6p	2P°1/2	6s21S0	242	3	L8672c99
95	AmXVI	15	Americium	Hg	Xe4f145d106s2	1S0	6s2S1/2	284	3	L8672c99
95	AmXVII	16	Americium	Au	Xe4f145d106s	2S1/2	5d101S0	305	3	L8672c99
95	AmXVIII	17	Americium	Pt	Xe4f145d10	1S0	5d92D5/2	424	3	L8672c99
95	AmXIX	18	Americium	Ir	Xe4f145d9	2D5/2	5d83F4	451	3	L8672c99
95	AmXX	19	Americium	Os	Xe4f145d8	3F4	5d74F9/2	481	4	L8672c99
95	AmXXI	20	Americium	Re	Xe4f145d7	4F9/2	5d65D4	511	4	L8672c99
95	AmXXII	21	Americium	W	Xe4f145d6	5D4	5d56S5/2	541	4	L8672c99
95	AmXXIII	22	Americium	Ta	Xe4f145d5	6S5/2	5d45D0	571	4	L8672c99
95	AmXXIV	23	Americium	Hf	Xe4f145d4	5D0	5d34F3/2	616	4	L8672c99
95	AmXXV	24	Americium	Lu	Xe4f145d3	4F3/2	5d23F2	646	4	L8672c99
95	AmXXVI	25	Americium	Yb	Xe4f145d2	3F2	5d2D3/2	680	4	L8672c99
95	AmXXVII	26	Americium	Tm	Xe4f145d	2D3/2	4f141S0	711	4	L8672c99
95	AmXXVIII	27	Americium	Er	Xe4f14	1S0	4f145p52P°3/2	870	40	L582
95	AmXXIX	28	Americium	Ho	Cd4f145p5	2P°3/2	4f145p43P2	900	50	L582
95	AmXXX	29	Americium	Dy	Cd4f145p4	3P2	4f145p32P°3/2	940	50	L582
95	AmXXXI	30	Americium	Tb	Cd4f145p3	2P°3/2	4f145p23P0	980	50	L582
95	AmXXXII	31	Americium	Gd	Cd4f145p2	3P0	4f145p2P°1/2	1090	50	L582
95	AmXXXIII	32	Americium	Eu	Cd4f145p	2P°1/2	4f141S0	1130	60	L582
95	AmXXXIV	33	Americium	Sm	Cd4f14	1S0	4f145s2S1/2	1240	60	L582
95	AmXXXV	34	Americium	Pm	Kr4d104f145s	2S1/2	4f141S0	1280	60	L582
95	AmXXXVI	35	Americium	Nd	Kr4d104f14	1S0	4f132F°7/2	1410	70	L582
95	AmXXXVII	36	Americium	Pr	Kr4d104f13	2F°7/2	4f12	1490	70	L582
95	AmXXXVIII	37	Americium	Ce	Kr4d104f12		4f114I°15/2	1570	80	L582
95	AmXXXIX	38	Americium	La	Kr4d104f11	4I°15/2	4f105I8	1650	90	L582
95	AmXL	39	Americium	Ba	Kr4d104f10	5I8	4f96H°15/2	1730	90	L582
95	AmXLI	40	Americium	Cs	Kr4d104f9	6H°15/2	4f87F6	1820	90	L582
95	AmXLII	41	Americium	Xe	Kr4d104f8	7F6	4f78S°7/2	1900	90	L582
95	AmXLIII	42	Americium	I	Kr4d104f7	8S°7/2	4f67F0	1980	100	L582
95	AmXLIV	43	Americium	Te	Kr4d104f6	7F0	4f56H°5/2	2070	100	L582
95	AmXLV	44	Americium	Sb	Kr4d104f5	6H°5/2	4f45I4	2160	110	L582
95	AmXLVI	45	Americium	Sn	Kr4d104f4	5I4	4f34I°9/2	2240	110	L582
95	AmXLVII	46	Americium	In	Kr4d104f3	4I°9/2	4f23H4	2320	110	L582
95	AmXLVIII	47	Americium	Cd	Kr4d104f2	3H4	4f2F°5/2	2410	120	L582
95	AmXLIX	48	Americium	Ag	Kr4d104f	2F°5/2	4d101S0	2480	120	L582
95	AmL	49	Americium	Pd	Kr4d10	1S0	4d92D5/2	2874	4	L8672c99
95	AmLI	50	Americium	Rh	Kr4d9	2D5/2	4d83F4	2946	4	L8672c99
95	AmLII	51	Americium	Ru	Kr4d8	3F4	4d74F9/2	3021	4	L8672c99
95	AmLIII	52	Americium	Tc	Kr4d7	4F9/2	4d65D4	3101	4	L8672c99
95	AmLIV	53	Americium	Mo	Kr4d6	5D4	4d55/2	3178	5	L8672c99
95	AmLV	54	Americium	Nb	Kr4d5	5/2	4d45D0	3251	5	L8672c99
95	AmLVI	55	Americium	Zr	Kr4d4	5D0	4d34F3/2	3402	5	L8672c99
95	AmLVII	56	Americium	Y	Kr4d3	4F3/2	4d23F2	3479	5	L8672c99
95	AmLVIII	57	Americium	Sr	Kr4d2	3F2	4d2D3/2	3563	6	L8672c99
95	AmLIX	58	Americium	Rb	Kr4d	2D3/2	4p61S0	3641	6	L8672c99
95	AmLX	59	Americium	Kr	Ar3d104s24p6	1S0	4p52P°3/2	3956	7	L8672c99
95	AmLXI	60	Americium	Br	Ar3d104s24p5	2P°3/2	4p43P2	4033	10	L8672c99
95	AmLXII	61	Americium	Se	Ar3d104s24p4	3P2	4p3°3/2	4115	12	L8672c99
95	AmLXIII	62	Americium	As	Ar3d104s24p3	°3/2	4p23P0	4191	15	L8672c99
95	AmLXIV	63	Americium	Ge	Ar3d104s24p2	3P0	4p2P°1/2	4642	19	L8672c99
95	AmLXV	64	Americium	Ga	Ar3d104s24p	2P°1/2	4s21S0	4733	24	L8672c99
95	AmLXVI	65	Americium	Zn	Ar3d104s2	1S0	4s2S1/2	4960	30	L8672c99
95	AmLXVII	66	Americium	Cu	Ar3d104s	2S1/2	3d101S0	5050	40	L8672c99
95	AmLXVIII	67	Americium	Ni	Ar3d10	1S0	3d92D5/2	8040	40	L8672c99
95	AmLXIX	68	Americium	Co	Ar3d9	2D5/2	3d83F4	8210	50	L8672c99
95	AmLXX	69	Americium	Fe	Ar3d8	3F4	3d74F9/2	8390	50	L8672c99
95	AmLXXI	70	Americium	Mn	Ar3d7	4F9/2	3d64	8590	60	L8672c99
95	AmLXXII	71	Americium	Cr	Ar3d6	4	3d55/2	8770	60	L8672c99
95	AmLXXIII	72	Americium	V	Ar3d5	5/2	3d45D0	8950	70	L8672c99
95	AmLXXIV	73	Americium	Ti	Ar3d4	5D0	3d34F3/2	9380	90	L8672c99
95	AmLXXV	74	Americium	Sc	Ar3d3	4F3/2	3d23F2	9560	90	L8672c99
95	AmLXXVI	75	Americium	Ca	Ar3d2	3F2	3d2D3/2	9770	100	L8672c99
95	AmLXXVII	76	Americium	K	Ar3d	2D3/2	3p61S0	9960	110	L8672c99
95	AmLXXVIII	77	Americium	Ar	Ne3s23p6	1S0	3p52P°3/2	10490	120	L8672c99
95	AmLXXIX	78	Americium	Cl	Ne3s23p5	2P°3/2	3p43P2	10650	120	L8672c99
95	AmLXXX	79	Americium	S	Ne3s23p4	3P2	3p32P°3/2	10830	140	L8672c99
95	AmLXXXI	80	Americium	P	Ne3s23p3	2P°3/2	3p23P0	11000	150	L8672c99
95	AmLXXXII	81	Americium	Si	Ne3s23p2	3P0	3p2P°1/2	12400	160	L8672c99
95	AmLXXXIII	82	Americium	Al	Ne3s23p	2P°1/2	3s21S0	12600	170	L8672c99
95	AmLXXXIV	83	Americium	Mg	Ne3s2	1S0	3s2S1/2	13000	190	L8672c99
95	AmLXXXV	84	Americium	Na	Ne3s	2S1/2	2p61S0	13190	200	L8672c99
95	AmLXXXVI	85	Americium	Ne	1s22s22p6	1S0	2p52P°3/2	27110	220	L8672c99
95	AmLXXXVII	86	Americium	F	1s22s22p5	2P°3/2	2p43P2	27550	240	L8672c99
95	AmLXXXVIII	87	Americium	O	1s22s22p4	3P2	2p21/22p3/20,3/2°3/2	28040	250	L8672c99
95	AmLXXXIX	88	Americium	N	1s22s22p3	0,3/2°3/2	2p23P0	28500	300	L8672c99
95	AmXC	89	Americium	C	1s22s22p2	3P0	2p2P°1/2	33700	300	L8672c99
95	AmXCI	90	Americium	B	1s22s22p	2P°1/2	2s21S0	34300	300	L8672c99
95	AmXCII	91	Americium	Be	1s22s2	1S0	2s2S1/2	35100	300	L8672c99
95	AmXCIII	92	Americium	Li	1s22s	2S1/2	1s21S0	35549.4	0.7	L16264c99
95	AmXCIV	93	Americium	He	1s2	1S0	1s2S1/2	139769.5	0.7	L12128
95	AmXCV	94	Americium	H	1s	2S1/2		142161	4	L7188
96	CmI	0	Curium	Cm	Rn5f76d7s2	9D°2	5f77s28S°7/2	5.99141	0.00025	L15992
96	CmII	1	Curium	Am	Rn5f77s2	8S°7/2	5f87F6	12.4	0.4	L13741c99
96	CmIII	2	Curium	Pu	Rn5f8	7F6	5f78S°7/2	20.1	0.4	L13741c99
96	CmIV	3	Curium	Np	Rn5f7	8S°7/2	5f67F0	37.7	0.4	L13741c99
96	CmV	4	Curium	U	Rn5f6	7F0	5f56H°5/2	51.0	1.9	L8672c99
96	CmVI	5	Curium	Pa	Rn5f5	6H°5/2	5f45I4	69.1	2.0	L8672c99
96	CmVII	6	Curium	Th	Rn5f4	5I4	5f56p4	97	5	L582
96	CmVIII	7	Curium	Ac	Hg5f56p4	°	5f56p3	112	6	L582
96	CmIX	8	Curium	Ra	Hg5f56p3		5f56p2°	128	6	L582
96	CmX	9	Curium	Fr	Hg5f56p2	°	5f46p2	144	7	L582
96	CmXI	10	Curium	Rn	Hg5f46p2		5f36p2°	167	8	L582
96	CmXII	11	Curium	At	Hg5f36p2	°	5f26p2	190	10	L582
96	CmXIII	12	Curium	Po	Hg5f26p2		5f6p2°	213	11	L582
96	CmXIV	13	Curium	Bi	Hg5f6p2	°	5f6p	235	12	L582
96	CmXV	14	Curium	Pb	Hg5f6p		5f2F°5/2	253	12	L582
96	CmXVI	15	Curium	Tl	Hg5f	2F°5/2	6s21S0	272	14	L582
96	CmXVII	16	Curium	Hg	Xe4f145d106s2	1S0	6s2S1/2	311	3	L8672c99
96	CmXVIII	17	Curium	Au	Xe4f145d106s	2S1/2	5d101S0	332	3	L8672c99
96	CmXIX	18	Curium	Pt	Xe4f145d10	1S0	5d92D5/2	460	3	L8672c99
96	CmXX	19	Curium	Ir	Xe4f145d9	2D5/2	5d83F4	489	4	L8672c99
96	CmXXI	20	Curium	Os	Xe4f145d8	3F4	5d74F9/2	518	4	L8672c99
96	CmXXII	21	Curium	Re	Xe4f145d7	4F9/2	5d65D4	550	4	L8672c99
96	CmXXIII	22	Curium	W	Xe4f145d6	5D4	5d56S5/2	580	4	L8672c99
96	CmXXIV	23	Curium	Ta	Xe4f145d5	6S5/2	5d45D0	611	4	L8672c99
96	CmXXV	24	Curium	Hf	Xe4f145d4	5D0	5d34F3/2	657	4	L8672c99
96	CmXXVI	25	Curium	Lu	Xe4f145d3	4F3/2	5d23F2	689	4	L8672c99
96	CmXXVII	26	Curium	Yb	Xe4f145d2	3F2	5d2D3/2	723	4	L8672c99
96	CmXXVIII	27	Curium	Tm	Xe4f145d	2D3/2	4f141S0	755	4	L8672c99
96	CmXXIX	28	Curium	Er	Xe4f14	1S0	4f145p52P°3/2	910	50	L582
96	CmXXX	29	Curium	Ho	Cd4f145p5	2P°3/2	4f145p43P2	950	50	L582
96	CmXXXI	30	Curium	Dy	Cd4f145p4	3P2	4f145p32P°3/2	990	50	L582
96	CmXXXII	31	Curium	Tb	Cd4f145p3	2P°3/2	4f145p23P0	1030	50	L582
96	CmXXXIII	32	Curium	Gd	Cd4f145p2	3P0	4f145p2P°1/2	1140	60	L582
96	CmXXXIV	33	Curium	Eu	Cd4f145p	2P°1/2	4f141S0	1180	60	L582
96	CmXXXV	34	Curium	Sm	Cd4f14	1S0	4f145s2S1/2	1300	60	L582
96	CmXXXVI	35	Curium	Pm	Kr4d104f145s	2S1/2	4f141S0	1340	70	L582
96	CmXXXVII	36	Curium	Nd	Kr4d104f14	1S0	4f132F°7/2	1480	70	L582
96	CmXXXVIII	37	Curium	Pr	Kr4d104f13	2F°7/2	4f12	1560	80	L582
96	CmXXXIX	38	Curium	Ce	Kr4d104f12		4f114I°15/2	1650	80	L582
96	CmXL	39	Curium	La	Kr4d104f11	4I°15/2	4f105I8	1730	90	L582
96	CmXLI	40	Curium	Ba	Kr4d104f10	5I8	4f96H°15/2	1810	90	L582
96	CmXLII	41	Curium	Cs	Kr4d104f9	6H°15/2	4f87F6	1890	90	L582
96	CmXLIII	42	Curium	Xe	Kr4d104f8	7F6	4f78S°7/2	1980	100	L582
96	CmXLIV	43	Curium	I	Kr4d104f7	8S°7/2	4f67F0	2060	100	L582
96	CmXLV	44	Curium	Te	Kr4d104f6	7F0	4f56H°5/2	2160	110	L582
96	CmXLVI	45	Curium	Sb	Kr4d104f5	6H°5/2	4f45I4	2240	110	L582
96	CmXLVII	46	Curium	Sn	Kr4d104f4	5I4	4f34I°9/2	2320	120	L582
96	CmXLVIII	47	Curium	In	Kr4d104f3	4I°9/2	4f23H4	2410	120	L582
96	CmXLIX	48	Curium	Cd	Kr4d104f2	3H4	4f2F°5/2	2490	120	L582
96	CmL	49	Curium	Ag	Kr4d104f	2F°5/2	4d101S0	2580	120	L582
96	CmLI	50	Curium	Pd	Kr4d10	1S0	4d92D5/2	2976	4	L8672c99
96	CmLII	51	Curium	Rh	Kr4d9	2D5/2	4d83F4	3050	4	L8672c99
96	CmLIII	52	Curium	Ru	Kr4d8	3F4	4d74F9/2	3125	4	L8672c99
96	CmLIV	53	Curium	Tc	Kr4d7	4F9/2	4d65D4	3207	5	L8672c99
96	CmLV	54	Curium	Mo	Kr4d6	5D4	4d55/2	3284	5	L8672c99
96	CmLVI	55	Curium	Nb	Kr4d5	5/2	4d45D0	3360	5	L8672c99
96	CmLVII	56	Curium	Zr	Kr4d4	5D0	4d34F3/2	3515	5	L8672c99
96	CmLVIII	57	Curium	Y	Kr4d3	4F3/2	4d23F2	3593	6	L8672c99
96	CmLIX	58	Curium	Sr	Kr4d2	3F2	4d2D3/2	3679	6	L8672c99
96	CmLX	59	Curium	Rb	Kr4d	2D3/2	4p61S0	3758	7	L8672c99
96	CmLXI	60	Curium	Kr	Ar3d104s24p6	1S0	4p52P°3/2	4078	10	L8672c99
96	CmLXII	61	Curium	Br	Ar3d104s24p5	2P°3/2	4p43P2	4156	12	L8672c99
96	CmLXIII	62	Curium	Se	Ar3d104s24p4	3P2	4p3°3/2	4239	15	L8672c99
96	CmLXIV	63	Curium	As	Ar3d104s24p3	°3/2	4p23P0	4317	19	L8672c99
96	CmLXV	64	Curium	Ge	Ar3d104s24p2	3P0	4p2P°1/2	4791	24	L8672c99
96	CmLXVI	65	Curium	Ga	Ar3d104s24p	2P°1/2	4s21S0	4880	30	L8672c99
96	CmLXVII	66	Curium	Zn	Ar3d104s2	1S0	4s2S1/2	5110	40	L8672c99
96	CmLXVIII	67	Curium	Cu	Ar3d104s	2S1/2	3d101S0	5200	40	L8672c99
96	CmLXIX	68	Curium	Ni	Ar3d10	1S0	3d92D5/2	8270	50	L8672c99
96	CmLXX	69	Curium	Co	Ar3d9	2D5/2	3d83F4	8440	50	L8672c99
96	CmLXXI	70	Curium	Fe	Ar3d8	3F4	3d74F9/2	8620	60	L8672c99
96	CmLXXII	71	Curium	Mn	Ar3d7	4F9/2	3d64	8820	60	L8672c99
96	CmLXXIII	72	Curium	Cr	Ar3d6	4	3d55/2	9000	70	L8672c99
96	CmLXXIV	73	Curium	V	Ar3d5	5/2	3d45D0	9180	90	L8672c99
96	CmLXXV	74	Curium	Ti	Ar3d4	5D0	3d34F3/2	9630	90	L8672c99
96	CmLXXVI	75	Curium	Sc	Ar3d3	4F3/2	3d23F2	9820	100	L8672c99
96	CmLXXVII	76	Curium	Ca	Ar3d2	3F2	3d2D3/2	10020	110	L8672c99
96	CmLXXVIII	77	Curium	K	Ar3d	2D3/2	3p61S0	10220	120	L8672c99
96	CmLXXIX	78	Curium	Ar	Ne3s23p6	1S0	3p52P°3/2	10760	120	L8672c99
96	CmLXXX	79	Curium	Cl	Ne3s23p5	2P°3/2	3p43P2	10920	140	L8672c99
96	CmLXXXI	80	Curium	S	Ne3s23p4	3P2	3p32P°3/2	11100	150	L8672c99
96	CmLXXXII	81	Curium	P	Ne3s23p3	2P°3/2	3p23P0	11270	160	L8672c99
96	CmLXXXIII	82	Curium	Si	Ne3s23p2	3P0	3p2P°1/2	12740	170	L8672c99
96	CmLXXXIV	83	Curium	Al	Ne3s23p	2P°1/2	3s21S0	12950	190	L8672c99
96	CmLXXXV	84	Curium	Mg	Ne3s2	1S0	3s2S1/2	13350	200	L8672c99
96	CmLXXXVI	85	Curium	Na	Ne3s	2S1/2	2p61S0	13550	220	L8672c99
96	CmLXXXVII	86	Curium	Ne	1s22s22p6	1S0	2p52P°3/2	27740	240	L8672c99
96	CmLXXXVIII	87	Curium	F	1s22s22p5	2P°3/2	2p43P2	28180	250	L8672c99
96	CmLXXXIX	88	Curium	O	1s22s22p4	3P2	2p21/22p3/20,3/2°3/2	28700	300	L8672c99
96	CmXC	89	Curium	N	1s22s22p3	0,3/2°3/2	2p23P0	29100	300	L8672c99
96	CmXCI	90	Curium	C	1s22s22p2	3P0	2p2P°1/2	34600	300	L8672c99
96	CmXCII	91	Curium	B	1s22s22p	2P°1/2	2s21S0	35200	300	L8672c99
96	CmXCIII	92	Curium	Be	1s22s2	1S0	2s2S1/2	36000	400	L8672c99
96	CmXCIV	93	Curium	Li	1s22s	2S1/2	1s21S0	36493.0	0.9	L16264c99
96	CmXCV	94	Curium	He	1s2	1S0	1s2S1/2	143299.6	1.2	L10054
96	CmXCVI	95	Curium	H	1s	2S1/2		145743	4	L7188
97	BkI	0	Berkelium	Bk	Rn5f97s2	6H°15/2	5f97s7H°8	6.19785	0.00025	L15992
97	BkII	1	Berkelium	Cm	Rn5f97s	7H°8	5f96H°15/2	11.9	0.4	L13741c99
97	BkIII	2	Berkelium	Am	Rn5f9	6H°15/2	5f87F6	21.6	0.4	L13741c99
97	BkIV	3	Berkelium	Pu	Rn5f8	7F6	5f78S°7/2	36.0	0.4	L13741c99
97	BkV	4	Berkelium	Np	Rn5f7	8S°7/2	5f67F0	56.0	1.9	L8672c99
97	BkVI	5	Berkelium	U	Rn5f6	7F0	5f56H°5/2	70.1	2.0	L8672c99
